#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTNAMELoR.400;An Innocent Proposal;;;;;;;;;;;Håâèííîå ïðåäëîæåíèå;;x
EVTNAMELoR.878;Returning Home;;;;;;;;;;;Bîçâðàùåíèå äîìîé;;x
EVTDESCLoR.400;"One day in the Imperial Palace, while surrounded by shouting advisors waving decrees and edicts that demand your signature, a small man approaches claiming to be a representative of the Venetoi - the ""Blues,"" one of the two major chariot teams racing in Constantinople. They no longer have the political influence they enjoyed in the days of Justinian the Great, but they are still popular with the broad masses. You wave your advisors away and decide to hear him out.\n\nThe man introduces himself as Anaximandros and explains that he has a proposal for you. If you race for the Blues in the grand chariot race next week, he and his associates will make certain you win. You both stand to gain from this, with the glorious [Root.GetTitle] winning as a champion of the great Blue team.";;;;;;;;;;;Îäíàæäû â èìïåðàòîðñêîì äâîðöå, â îêðóæåíèè êðèêëèâûõ ñîâåòíèêîâ, ðàçìàõèâàþùèõ óêàçàìè è ðàñïîðÿæåíèÿìè, êîòîðûå æäóò Âàøåé ïîäïèñè, ê Âàì ïðèáëèçèëñÿ ìàëåíüêèé ÷åëîâåê è ñîîáùèë, ÷òî îí ïðåäñòàâèòåëü êîìàíäû Venetoi - Ñèíèõ, îäíîé èç äâóõ ãëàâíûõ êîìàíä â ãîíêàõ íà êîëåñíèöàõ â Êîíñòàíòèíîïîëå. Îíè áîëüøå íå èìåþò ïîëèòè÷åñêîãî âëèÿíèÿ, êîòîðûì ïîëüçîâàëèñü âî âðåìåíà Þñòèíèàíà Âåëèêîãî, íî îíè ïî-ïðåæíåìó ïîïóëÿðíû ó øèðîêèõ ìàññ. Âû îòòàëêèâàåòå ñîâåòíèêîâ â ñòîðîíó è ðåøàåòå âûñëóøàòü åãî.\n×åëîâåê ïðåäñòàâëÿåò ñåáÿ êàê Àíàêñèìàíäð è îáúÿñíÿåò, ÷òî ó íåãî åñòü ïðåäëîæåíèå äëÿ Âàñ. Åñëè Âû çàõîòèòå ó÷àñòâîâàòü çà Ñèíèõ â ãîíêå âåëèêèõ êîëåñíèö íà ñëåäóþùåé íåäåëå, òî îí è åãî ñîðàòíèêè ñäåëàþò òàê, ÷òîáû Âû âûèãðàëè. Îáå ñòîðîíû âûèãðàþò îò òîãî, ÷òî [Root.GetTitle] îäåðæèò ïîáåäó êàê ÷ëåí âåëèêîé Ñèíåé êîìàíäû.;;x
EVTDESCLoR.401;"You practise hard at chariot racing to better prepare for the upcoming event at the Hippodrome. Despite managing well enough and only falling off the chariot a handful of times, you simply cannot see how you are supposed to beat the other professional racers. When you mention this to Anaximandros, the little gnome of a man smiles and tells you not to worry. He assures you that the Greens, your main opponents, will not be a problem, and the other Blue racers have been instructed to let you win.\n\n""You had better be right about this,"" you tell Anaximandros. ""If I am made to look the fool, I swear I will not be the only one to suffer.""";;;;;;;;;;;"Âû óïîðíî òðåíèðóåòåñü â ãîíêàõ íà êîëåñíèöàõ, ÷òîáû ëó÷øå ïîäãîòîâèòüñÿ ê ïðåäñòîÿùåìó ñîáûòèþ íà èïïîäðîìå. Íåñìîòðÿ íà äîñòàòî÷íî õîðîøåå óïðàâëåíèå è âñåãî íåñêîëüêî ïàäåíèé ñ êîëåñíèöû, Âû ïðîñòî íå ìîæåòå ïðåäñòàâèòü, êàê Âû ñìîæåòå ïîáåäèòü ïðîôåññèîíàëüíûõ ãîíùèêîâ. Êîãäà Âû ãîâîðèòå îá ýòîì Àíàêñèìàíäðó, êàðëèê óëûáàåòñÿ è ãîâîðèò, ÷òî Âàì íå î ÷åì áåñïîêîèòüñÿ. Îí óâåðÿåò, ÷òî Çåë¸íûå, Âàøè ãëàâíûå ïðîòèâíèêè, íå áóäóò ïðîáëåìîé, à äðóãèå, Ñèíèå ãîíùèêè, áûëè ïðîèíñòðóêòèðîâàíû ïîçâîëèòü Âàì âûèãðàòü.\n""Âàì ëó÷øå óäîñòîâåðèòñÿ â ýòîì,"" — ãîâîðèòå Âû Àíàêñèìàíäðó. — ""Åñëè ÿ áóäó âûãëÿäåòü ãëóïî, êëÿíóñü, ÿ áóäó íå åäèíñòâåííûì, êòî áóäåò ñòðàäàòü.""";;x
EVTDESCLoR.402;"It is a fine day for racing and the Hippodrome is packed with people wanting to see their [Root.GetTitle] conquer... or fail miserably in the attempt. Spyridon, the star of the Greens, looks at you with scorn as your chariots line up. ""I shall endeavour not to embarrass you too much, Your Imperial Majesty,"" he says through clenched teeth.\n\nThe trumpets blow, and the race begins! One by one, the Green chariots fall apart and topple over, giving you a clear path. Only Spyridon's armored chariot remains of the Green team, but as your Blue allies move to block him, their chariots disintegrate as well. It seems both teams had the same idea. Still, you skillfully navigate through the wreckage and manage to hold off Spyridon long enough to win the race!";;;;;;;;;;;"B ýòîò ïðåêðàñíûé äåíü äëÿ ãîíîê èïïîäðîì áûë çàïîëíåí ëþäüìè, êîòîðûå íàäåþòñÿ, ÷òî èõ [Root.GetTitle] ïîáåäèò... èëè ñ òðåñêîì ïðîâàëèòñÿ. Ñïèðèäîí, çâåçäà Çåë¸íûõ, ñìîòðèò íà Âàñ ñ ïðåçðåíèåì, êîãäà Âàøè êîëåñíèöû âñòðå÷àþòñÿ. ""ß ïîñòàðàþñü íå ñòåñíÿòü Âàñ, Âàøå Âåëè÷åñòâî"", — ñêàçàë îí ñêâîçü çóáû.\nÒðóáû çíàìåíóþò íà÷àëî ãîíêè. Îäíà çà äðóãîé, Çåë¸íûå êîëåñíèöû ðàçâàëèâàþòñÿ è îïðîêèäûâàþòñÿ, îñâîáîæäàÿ Âàì ïóòü. Òîëüêî áðîíèðîâàííàÿ êîëåñíèöà Ñïèðèäîíà îñòàåòñÿ â Çåë¸íîé êîìàíäå, Âàøè Ñèíèå ñîþçíèêè äâèãàþòñÿ, ÷òîáû çàáëîêèðîâàòü åãî, íî èõ êîëåñíèöû òîæå ïàäàþò, Ïîõîæå, êîìàíäû èìåëè ñõîäíûå òàêòèêè íà ãîíêó. Òåì íå ìåíåå, Âû óìåëî ìàíåâðèðóåòå ñðåäè îáëîìêîâ è ñäåðæèâàåòå Ñïèðèäîíà äîñòàòî÷íî äîëãî, ÷òîáû âûèãðàòü!";;x
EVTDESCLoR.403;"It is a fine day for racing and the Hippodrome is packed with people wanting to see their [Root.GetTitle] conquer... or fail miserably in the attempt. Spyridon, the star of the Greens, looks at you with scorn as your chariots line up. ""I shall endeavour not to embarrass you too much, Your Imperial Majesty,"" he says through clenched teeth.\n\nThe trumpets blow, and the race begins! One by one, the Green chariots fall apart and topple over, giving you a clear path. Only Spyridon's armored chariot remains of the Green team, but as your Blue allies move to block him, their chariots disintegrate as well. It seems both teams had the same idea. Without their aid, Spyridon steers his chariot past you and wins the race!";;;;;;;;;;;"B ýòîò ïðåêðàñíûé äåíü äëÿ ãîíîê èïïîäðîì áûë çàïîëíåí ëþäüìè, êîòîðûå íàäåþòñÿ, ÷òî èõ [Root.GetTitle] ïîáåäèò... èëè ñ òðåñêîì ïðîâàëèòñÿ. Ñïèðèäîí, çâåçäà Çåë¸íûõ, ñìîòðèò íà Âàñ ñ ïðåçðåíèåì, êîãäà Âàøè êîëåñíèöû âñòðå÷àþòñÿ. ""ß ïîñòàðàþñü íå ñëèøêîì ñòåñíÿòü Âàñ, Âàøå Âåëè÷åñòâî"", — ñêàçàë îí ñêâîçü çóáû.\nÒðóáû çíàìåíóþò íà÷àëî ãîíêè. Îäíà çà äðóãîé, Çåë¸íûå êîëåñíèöû ðàçâàëèâàþòñÿ è îïðîêèäûâàþòñÿ, îñâîáîæäàÿ Âàì ïóòü. Òîëüêî áðîíèðîâàííàÿ êîëåñíèöà Ñïèðèäîíà îñòàåòñÿ â Çåë¸íîé êîìàíäå, Âàøè Ñèíèå ñîþçíèêè äâèãàþòñÿ, ÷òîáû çàáëîêèðîâàòü åãî, íî èõ êîëåñíèöû òîæå ïàäàþò. Ïîõîæå, êîìàíäû èìåëè ñõîäíûå òàêòèêè íà ãîíêó. Îñòàâøèñü áåç ïîìîùè Ñèíèõ, Âû óïóñêàåòå êîëåñíèöó Ñïèðèäîíà, è îí ïîáåæäàåò!";;x
EVTDESCLoR.404;"It is a fine day for racing and the Hippodrome is packed with people wanting to see their [Root.GetTitle] conquer... or fail miserably in the attempt. Spyridon, the star of the Greens, looks at you with scorn as your chariots line up. ""I shall endeavour not to embarrass you too much, Your Imperial Majesty,"" he says through clenched teeth.\n\nThe trumpets blow, and the race begins! One by one, the Green chariots fall apart and topple over, giving you a clear path. Only Spyridon's armored chariot remains of the Green team, but as your Blue allies move to block him, their chariots disintegrate as well. It seems both teams had the same idea. The furious crowds storm the arena in disgust at this blatant attempt by both teams to cheat!";;;;;;;;;;;"B ýòîò ïðåêðàñíûé äåíü äëÿ ãîíîê èïïîäðîì áûë çàïîëíåí ëþäüìè, êîòîðûå íàäåþòñÿ, ÷òî èõ [Root.GetTitle] ïîáåäèò... èëè ñ òðåñêîì ïðîâàëèòñÿ. Ñïèðèäîí, çâåçäà Çåë¸íûõ, ñìîòðèò íà Âàñ ñ ïðåçðåíèåì, êîãäà Âàøè êîëåñíèöû âñòðå÷àþòñÿ. ""ß ïîñòàðàþñü íå ñëèøêîì ñòåñíÿòü Âàñ, Âàøå Âåëè÷åñòâî"", — ñêàçàë îí ñêâîçü çóáû.\nÒðóáû çíàìåíóþò íà÷àëî ãîíêè. Îäíà çà äðóãîé, Çåë¸íûå êîëåñíèöû ðàçâàëèâàþòñÿ è îïðîêèäûâàþòñÿ, îñâîáîæäàÿ Âàì ïóòü. Òîëüêî áðîíèðîâàííàÿ êîëåñíèöà Ñïèðèäîíà îñòàåòñÿ â Çåë¸íîé êîìàíäå, Âàøè Ñèíèå ñîþçíèêè äâèãàþòñÿ, ÷òîáû çàáëîêèðîâàòü åãî, íî èõ êîëåñíèöû òîæå ïàäàþò. Ïîõîæå, êîìàíäû èìåëè ñõîäíûå òàêòèêè íà ãîíêó. Ðàçúÿð¸ííàÿ òîëïà øòóðìóåò àðåíó â íåãîäîâàíèè îò ýòîé âîïèþùåé ïîïûòêè îáåèõ êîìàíä ñìóõëåâàòü!";;x
EVTDESCLoR.405;"As you walk at a brisk pace through an empty corridor in the Imperial Palace, on your way to another tiring meeting with your advisors, you hear a faint whisper from one of the window curtains. After readying your dagger you pull the curtains aside to reveal Anaximandros, the gnome-man who recruited you into chariot racing!\n\n""You! I should have you drawn and quartered,"" you hiss at the man. ""The entire Blue team had their chariots fall out from under them!"" Anaximandros smiles at you, and speaks: ""Calm yourself, Majesty. Your chariot held together, did it not? I have a new and cunning plan for the next race - one that cannot fail. Your epic victory will be celebrated for centuries to come.""";;;;;;;;;;;"Âû èä¸òå áûñòðûì øàãîì ïî ïóñòîìó êîðèäîðó â èìïåðàòîðñêîì äâîðöå íà î÷åðåäíóþ óòîìèòåëüíóþ âñòðå÷ó ñ ñîâåòíèêàìè è ñëûøèòå ø¸ïîò çà îäíîé èç øòîð. Äîñòàâ êèíæàë è îòîãíóâ øòîðó â ñòîðîíó, Âû îáíàðóæèâàåòå Àíàêñèìàíäðà, êàðëèêà, êîòîðûé çàâåðáîâàë Âàñ â ãîíêè íà êîëåñíèöàõ!\n""Âû! ß äîëæåí Âàñ ÷åòâåðòîâàòü. Âñÿ íàøà êîìàíäà óïàëà ñ êîëåñíèö!"". Àíàêñèìàíäð óëûáàåòñÿ, è ãîâîðèò: ""Óñïîêîéòåñü, Âàøå Âåëè÷åñòâî. Âàøà êîëåñíèöà âûäåðæàëà, íå òàê ëè? Ó ìåíÿ åñòü íîâûé õèòðûé ïëàí íà ñëåäóþùóþ ãîíêó - íà ýòîò ðàç âñ¸ óñòðîèòñÿ. Âàøà ýïè÷åñêàÿ ïîáåäà áóäåò îòìå÷åíà ñòîëåòèÿìè"".";;x
EVTDESCLoR.406;"You resume your chariot training and although you are an even better racer now, it still may not be enough to best the other competitors, many of whom have been driving chariots since early childhood. Anaximandros approaches to tell you of his new scheme.\n\n""Behold, Majesty,"" he says, and produces a small bottle from within his cloak. ""One drop of this concoction, which my associates and I only acquired at great cost I might add, is enough to send a man running for the latrines within minutes. Each member of the Green team will be offered some spiced wine by their quartermaster - a man in our employ - just before the race is about to begin. I think you can see where I am going with this, Your Grace...""";;;;;;;;;;;"Âû âîçîáíîâëÿåòå ñâî¸ îáó÷åíèå è õîòÿ Âû òåïåðü áîëåå óìåëûé ãîíùèê, ýòîãî âñ¸ ðàâíî íå äîñòàòî÷íî, ÷òîáû îáîéòè êîíêóðåíòîâ, ìíîãèå èç êîòîðûõ íà÷àëè âîäèòü êîëåñíèöû ñ ðàííåãî äåòñòâà. Àíàñèìàíäð ïðèáëèæàåòñÿ ê Âàì, ÷òîáû ðàññêàçàòü î ñâî¸ì íîâîì ïëàíå.\n""Âîò, Âàøå Âåëè÷åñòâî"", — ãîâîðèò îí, è äîñòà¸ò íåáîëüøóþ áóòûëêó èç ñâîåãî ïëàùà. — ""Îäíîé êàïëè ýòîé ñìåñè, êîòîðóþ ÿ è ìîè êîëëåãè ïðèîáðåëè ïî äîðîãîé öåíå ÿ ñìåþ äîáàâèòü, äîñòàòî÷íî, ÷òîáû îòïðàâèòü ÷åëîâåêà â óáîðíóþ íà íåñêîëüêèõ ìèíóò. Êàæäîìó ÷ëåíó êîìàíäû Çåë¸íûõ áóäóò ïðåäëîæåíû ïðÿíûå âèíà èõ êâàðòèðìåéñòåðîì - íàøèì ÷åëîâåêîì - êàê ðàç ïåðåä íà÷àëîì ãîíêè. ß äóìàþ, ÷òî Âû ïîíèìàåòå, êóäà ÿ êëîíþ...""";;x
EVTDESCLoR.407;Once again you ride into the Hippodrome in your chariot to the cheers of the people. It looks like nearly all of Constantinople has turned up for this momentous race. Spyridon, your old nemesis, is instructing the rest of the Green team when their quartermaster offers them a sip of wine to fortify their resolve. All accept this offer, except Spyridon. Instead, he loudly proclaims, he will offer his wine to the Blue team who need it more. Before you can object, the other Blue racers happily share the wine between them...\n\nThe trumpets blare and the race begins. Within seconds the first few racers leap off their chariots, sprinting for the latrines. Soon only you and Spyridon remain. Fortune favours you, however, as Spyridon collides with the last racer to abandon his chariot. This delays him enough to grant you victory!;;;;;;;;;;;Âû îïÿòü ïîÿâëÿåòåñü íà èïïîäðîìå â êîëåñíèöå ïîä îâàöèè òîëïû. Ïîõîæå, ïî÷òè âåñü Êîíñòàíòèíîïîëü ñîáðàëñÿ íà ýòîé âàæíîé ãîíêå. Ñïèðèäîí, Âàø ñòàðûé ñîïåðíèê, èíñòðóêòèðóåò îñòàëüíûõ èç Çåë¸íîé êîìàíäû, êîãäà èõ êâàðòèðìåéñòåð ïðåäëàãàåò èì ãëîòîê âèíà, ÷òîáû óêðåïèòü èõ ðåøèìîñòü. Âñå ïðèíèìàþò ýòî ïðåäëîæåíèå, çà èñêëþ÷åíèåì Ñïèðèäîíà. Âìåñòî ýòîãî, îí ãðîìêî îáúÿâëÿåò, ÷òî ïðåäëàãàåò ñâî¸ âèíî Ñèíåé êîìàíäå. Ïðåæäå, ÷åì Âû óñïåâàåòå âîçðàçèòü, Ñèíèå äåëÿò âèíî ìåæäó ñîáîé...\nÒðóáû ðåâóò è ãîíêà íà÷èíàåòñÿ. ×åðåç íåñêîëüêî ñåêóíä ïåðâûå íåñêîëüêî ãîíùèêîâ ñïðûãèâàþò ñî ñâîèõ êîëåñíèö è áåãóò â óáîðíóþ. Ñêîðî îñòà¸òåñü òîëüêî Âû è Ñïèðèäîí. Ôîðòóíà ëþáèò Âàñ, êàêèì-òî îáðàçîì Ñïèðèäîí ñòàëêèâàåòñÿ ñ ïîñëåäíèì ãîíùèêîì, îñòàâèâøèì ñâîþ êîëåñíèöó. Ýòî çàäåðæèâàåò åãî äîñòàòî÷íî, ÷òîáû Âû ïîáåäèëè!;;x
EVTDESCLoR.408;Once again you ride into the Hippodrome in your chariot to the cheers of the people. It looks like nearly all of Constantinople has turned up for this momentous race. Spyridon, your old nemesis, is instructing the rest of the Green team when their quartermaster offers them a sip of wine to fortify their resolve. All accept this offer, except Spyridon. Instead, he loudly proclaims, he will offer his wine to the Blue team who need it more. Before you can object, the other Blue racers happily share the wine between them...\n\nThe trumpets blare and the race begins. Within seconds the first few racers leap off their chariots, sprinting for the latrines. Soon only you and Spyridon remain and sadly for you, he proves to be the better chariot racer. He overtakes you in the final lap and rides his chariot to victory.;;;;;;;;;;;Âû îïÿòü ïîÿâëÿåòåñü íà èïïîäðîìå â êîëåñíèöå ïîä îâàöèè òîëïû. Ïîõîæå, ïî÷òè âåñü Êîíñòàíòèíîïîëü ñîáðàëñÿ íà ýòîé âàæíîé ãîíêå. Ñïèðèäîí, Âàø ñòàðûé ñîïåðíèê, èíñòðóêòèðóåò îñòàëüíûõ èç Çåë¸íîé êîìàíäû, êîãäà èõ êâàðòèðìåéñòåð ïðåäëàãàåò èì ãëîòîê âèíà, ÷òîáû óêðåïèòü èõ ðåøèìîñòü. Âñå ïðèíèìàþò ýòî ïðåäëîæåíèå, çà èñêëþ÷åíèåì Ñïèðèäîíà. Âìåñòî ýòîãî, îí ãðîìêî îáúÿâëÿåò, ÷òî ïðåäëàãàåò ñâî¸ âèíî Ñèíåé êîìàíäå. Ïðåæäå, ÷åì Âû óñïåâàåòå âîçðàçèòü, Ñèíèå äåëÿò âèíî ìåæäó ñîáîé...\nÒðóáû ðåâóò è ãîíêà íà÷èíàåòñÿ. ×åðåç íåñêîëüêî ñåêóíä ïåðâûå íåñêîëüêî ãîíùèêîâ ñïðûãèâàþò ñî ñâîèõ êîëåñíèö è áåãóò â óáîðíóþ. Ñêîðî îñòà¸òåñü òîëüêî Âû è Ñïèðèäîí è, ê ñîæàëåíèþ äëÿ Âàñ, îí îêàçûâàåòñÿ ëó÷øèì ãîíùèêîì íà êîëåñíèöå. Îí îáõîäèò Âàñ íà ïîñëåäíåì êðóãå è ì÷èòñÿ ê ñâîåé ïîáåäå.;;x
EVTDESCLoR.409;Once again you ride into the Hippodrome in your chariot to the cheers of the people. It looks like nearly all of Constantinople has turned up for this momentous race. Spyridon, your old nemesis, is instructing the rest of the Green team when their quartermaster offers them a sip of wine to fortify their resolve. All accept this offer, except Spyridon. Instead, he loudly proclaims, he will offer his wine to the Blue team who need it more. Before you can object, the other Blue racers happily share the wine between them...\n\nThe trumpets blare and the race begins. Within seconds the first few racers leap off their chariots, sprinting for the latrines. Soon only you and Spyridon remain, but the crowd is up in arms over this disgraceful display. It is obvious to all that foul play is involved. They jump into the arena!;;;;;;;;;;;Âû îïÿòü ïîÿâëÿåòåñü íà èïïîäðîìå â êîëåñíèöå ïîä îâàöèè òîëïû. Ïîõîæå, ïî÷òè âåñü Êîíñòàíòèíîïîëü ñîáðàëñÿ íà ýòîé âàæíîé ãîíêå. Ñïèðèäîí, Âàø ñòàðûé ñîïåðíèê, èíñòðóêòèðóåò îñòàëüíûõ èç Çåë¸íîé êîìàíäû, êîãäà èõ êâàðòèðìåéñòåð ïðåäëàãàåò èì ãëîòîê âèíà, ÷òîáû óêðåïèòü èõ ðåøèìîñòü. Âñå ïðèíèìàþò ýòî ïðåäëîæåíèå, çà èñêëþ÷åíèåì Ñïèðèäîíà. Âìåñòî ýòîãî, îí ãðîìêî îáúÿâëÿåò, ÷òî ïðåäëàãàåò ñâî¸ âèíî Ñèíåé êîìàíäå. Ïðåæäå, ÷åì Âû óñïåâàåòå âîçðàçèòü, Ñèíèå äåëÿò âèíî ìåæäó ñîáîé...\nÒðóáû ðåâóò è ãîíêà íà÷èíàåòñÿ. ×åðåç íåñêîëüêî ñåêóíä ïåðâûå íåñêîëüêî ãîíùèêîâ ñïðûãèâàþò ñî ñâîèõ êîëåñíèö è áåãóò â óáîðíóþ. Ñêîðî îñòà¸òåñü òîëüêî Âû è Ñïèðèäîí, íî òîëïà äîñòà¸ò îðóæèå, íàáëþäàÿ çà ýòèì ïîçîðíûì çðåëèùåì. Äëÿ çðèòåëåé î÷åâèäíî, ÷òî èãðà íå÷åñòíàÿ. Îíè âûïðûãèâàþò íà àðåíó!;;x
EVTDESCLoR.410;"You enjoy a quiet moment away from your advisors under the shade of a tree in the palatial garden. A sound from above catches your attention, and as you look up you spot Anaximandros, the chariot gnome, hiding on a branch. ""Your Grace,"" he whispers with a smile. ""Before I suffer your wrath, I ask that you hear me out.""\n\nHe scurries down from the tree and gives you his new offer. ""Fate may have conspired against us in the past, Majesty, but this time my plan is foolproof."" He flashes a toothless grin, the closest he can manage to a winning smile. ""Third time's the charm, eh, Your Majesty? What do you say?""";;;;;;;;;;;"Âû íàñëàæäàåòåñü òèøèíîé âäàëè îò ñâîèõ ñîâåòíèêîâ â òåíè äåðåâüåâ â äâîðöîâîì ñàäó. Çâóê ñâåðõó ïðèâëåêàåò Âàøå âíèìàíèå, Âû ñìîòðèòå ââåðõ è çàìå÷àåòå Àíàñèìàíäðà, êîëåñíè÷åãî êàðëèêà, ïðÿ÷óùåãîñÿ â âåòâÿõ. ""[Root.PrimaryTitle.GetFOA]"", — øåï÷åò îí ñ óëûáêîé. — ""Ïðåæäå ÷åì ÿ ïîñòðàäàþ îò Âàøåãî ãíåâà, ÿ ïðîøó Âàñ âûñëóøàòü ìåíÿ.""\nÎí ñëåçàåò ñ äåðåâà è ïðåäîñòàâëÿåò Âàì ñâîè íîâûå ïðåäëîæåíèÿ. ""Ñóäüáà áûëà ïðîòèâ íàñ â ïðîøëîì, Âàøå Âåëè÷åñòâî, íî íà ýòîò ðàç ìîé ïëàí íàä¸æåí"". Îí ñèÿåò áåççóáûì ðòîì, äåëàÿ ñàìóþ îáàÿòåëüíóþ óëûáêó, êàêóþ ìîæåò. ""Âàøå Âåëè÷åñòâî, âåäü Áîã òðîèöó ëþáèò. ×òî ñêàæåòå?""";;x
EVTDESCLoR.411;"Anaximandros brings you to a small workshop in one of the seedier districts of Constantinople. Here, he explains, they will weaponize your chariot. While you watch, the craftsmen install a pair of extendable metal blades into its chassis, intended to shred the wheels of any chariot adjacent to yours.\n\nYou train extensively with the new chariot until you have mastered its new weapons. As you are about to leave for the Hippodrome on the eve of the race, Anaximandros hands you a flanged mace. ""For good measure,"" he explains.";;;;;;;;;;;"Àíàêñèìàíäð ïðèâîäèò Âàñ â íåáîëüøóþ ìàñòåðñêóþ â îäíîì èç áåäíûõ ðàéîíîâ Êîíñòàíòèíîïîëÿ. ""Çäåñü îíè âîîðóæàò Âàøó êîëåñíèöó"", — îáúÿñíÿåò îí. Âû íàáëþäàåòå, êàê ìàñòåðà óñòàíàâëèâàþò ïàðó ðàñøèðÿåìûõ ìåòàëëè÷åñêèõ ëåçâèé â øàññè, ïðåäíàçíà÷åííûõ äëÿ êðîìñàíèÿ êîë¸ñ ëþáîé ñîñåäíåé êîëåñíèöû.\nÂû óñåðäíî òðåíèðóåòåñü íà íîâîé êîëåñíèöå, ïîêà íå îñâàèâàåòå íîâîå îðóæèå. Êîãäà Âû ñîáèðàåòåñü îòïðàâèòüñÿ íà èïïîäðîì íàêàíóíå ãîíêè, Àíàêñèìàíäð äà¸ò Âàì ïàëèöó. ""Íà âñÿêèé ñëó÷àé"", — îáúÿñíÿåò îí.";;x
