#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTNAME39100;The Knights of St. John;;;;;;;;;;;Pûöàðè Ñâ. Èîàííà;;x
EVTDESC39211;An emissary from [From.GetTitledFirstName] has reached us with a proposal. [From.GetTitle] will grant us absolution for our sins of kinslaying.;;;;;;;;;;;Ýìèññàð îò [From.GetTitledFirstName] äîñòèã íàñ ñ âåñòüþ. [From.GetTitle] ïðåäîñòàâèò íàì ïðîùåíèå íàøåãî ãðåõà öàðåóáèéñòâà.;;x
EVTDESC39212;[From.GetTitledFirstName] has repented [From.GetHerHis] grave sin of kinslaying. Absolution has been granted and the all the angels of Heaven are crying with joy.;;;;;;;;;;;[From.GetTitledFirstName] ðàñêàëèëñÿ â ñåðü¸çíîì ãðåõå - óáèéñòâå êîðîëÿ [From.GetHersHis]. Ïðîùåíèå ïîëó÷åíî, è âñå àíãåëû Íåáåñ ïëà÷óò îò óìèëåíèÿ.;;x
EVTDESC39213;[From.GetTitledFirstName] refuses to repent [From.GetHerHis] grave sin of kinslaying. [From.GetSheHeCap] will spend a long time in Purgatory...;;;;;;;;;;;[From.GetTitledFirstName] îòêàçûâàåòñÿ ðàñêàèâàòüñÿ â ñåðü¸çíîì ãðåõå óáèéñòâå êîðîëÿ [From.GetHersHis]. [From.GetSheHeCap] ïðîâåä¸ò äîëãîå âðåìÿ â ×èñòèëèùå…;;x
EVTDESC39220;I am forced to languish in this dungeon, where the evil fiends of [Root.Host.GetTitledFirstName] is torturing my soul.;;;;;;;;;;;ß âûíóæäåí[Root.GetEndA] òîìèòüñÿ â ýòîé òåìíèöå, ãäå ïîäëûå óáëþäêè [Root.Host.GetTitledFirstName] ìó÷àþò ìîþ äóøó.;;x
EVTDESC39221;We have received a letter from [From.GetTitledFirstName] asking us to intervene on his behalf and ask [From.Host.GetTitledFirstName] to release him from his prison.;;;;;;;;;;;Ìû ïîëó÷èëè ïèñüìî îò [From.GetTitledFirstName], íàñ ïðîñèëè ÷òîáû ìû ãîâîðèëè îò åãî èìåíè è ïîïðîñèëè [From.Host.GetTitledFirstName], âûïóñòèòü èç òþðüìû íàøåãî äðóãà.;;x
EVTDESC39222;We have caught [From.GetTitledFirstName] attempting to smuggle out a letter to the Pope, where he wishes the Holy Father to intervene on his behalf.;;;;;;;;;;;Ìû ïîéìàëè [From.GetTitledFirstName] ïûòàþùåãîñÿ òàéíî îòïðàâèòü ïèñüìî Ïàïå Ðèìñêîìó, ãäå îí ïðîñèò, ÷òîáû Ñâÿòîé Îòåö âìåøàëñÿ îò åãî èìåíè.;;x
EVTDESC39223;The prayers of [From.GetTitledFirstName] have not gone unnoticed. Is there such a thing as a limit to my power?;;;;;;;;;;;Ìîëèòâû [From.GetTitledFirstName] íå îñòàëèñü íåçàìå÷åííûìè. Ñóùåñòâóåò ëè òàêàÿ âåùü, êàê ïðåäåë ìîåé ñèëû?;;x
EVTDESC39224;[From.GetTitledFirstName] has come to our intervention and written a stern letter to [Root.Host.GetTitledFirstName] demanding our release.;;;;;;;;;;;[From.GetTitledFirstName] ñòàë íàøèì ïîñðåäíèêîì è íàïèñàë [Root.Host.GetTitledFirstName] ïèñüìî, â êîòîðîì òðåáóåò íàøåãî îñâîáîæäåíèÿ.;;x
EVTDESC39225;A secret messenger from [From.GetTitledFirstName] has arrived, telling me that the Holy Father can do nothing to help me..;;;;;;;;;;;Òàéíûé ïîñûëüíûé îò [From.GetTitledFirstName] ïðèáûë, îí ãîâîðèò, ÷òî Ñâÿòîé Îòåö íå ìîæåò ñäåëàòü íè÷åãî, ÷òîáû ïîìî÷ü ìíå...;;x
EVTDESC39226;A letter has arrived from the Holy Father. He demands that we release [From.GetTitledFirstName] from our prison and submit to the will of God.;;;;;;;;;;;"Ïèñüìî îò Ñâÿòîãî Îòöà - ""[Root.County.Holder.PrimaryTitle.GetFOA], Íàñ âåñüìà îãîð÷àåò, ÷òî [From.GetTitledFirstName] òîìèòüñÿ â çàêëþ÷åíèè. Íåìåäëåííî ïîä÷èíèòåñü âîëå Ãîñïîäà è îñâîáîäèòå [From.GetHersHis]"".";;x
EVTDESC39230;A procession of monks have arrived at our castle, protesting that we are keeping a Bishop in our prison. They claim that we are sinning against the law of God!;;;;;;;;;;;Ê íàøèì âîðîòàì ïðèáûëà ãðóïïà ìîíàõîâ, êîòîðûå âîçìóùåíû òåì, ÷òî ìû äåðæèì åïèñêîïà â ïîäçåìåëüå. Îíè óòâåðæäàþò, ÷òî ìû ïîøëè ïðîòèâ Áîæüèõ çàêîíîâ, ñîâåðøèëè òÿæêèé ãðåõ, è òðåáóþò åãî îñâîáîäèòü!;;x
EVTDESC39240;There are rumors that one of the rulers of Christendom is employing a heathen in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.;;;;;;;;;;;Äî íàñ äîø¸ë ñëóõ, ÷òî îäèí èç õðèñòèàíñêèõ ïðàâèòåëåé äåðæèò ïðè äâîðå ÿçû÷íèêà. Ýòî íåäîïóñòèìî! Åñëè ìû íè÷åãî íå èçìåíèì, ýòî ìîæåò ñòàòü ïðè÷èíîé îòëó÷åíèÿ.;;x
EVTDESC39241;An emissary from [From.GetTitledFirstName] has arrived in our court. According to the emissary, the Holy Father is concerned about our employment of heathens as advisors. The Pope is asking of me to remove them from position.;;;;;;;;;;;Ñåãîäíÿ ïîñëàííèê ïðèáûë êî äâîðó. Ñîãëàñíî åãî ñîîáùåíèþ, Ñâÿòîé Îòåö, [From.GetTitledFirstName], îáåñïîêîåí íàøèì ñîîáùåíèåì î ïðèäâîðíîì-ÿçû÷íèêå è ïðîñèò âûñëàòü åãî.;;x
EVTDESC39242;An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to banish a heathen that was in [From.GetHerHis] court.;;;;;;;;;;;Ïîñëàííèê âîçâðàùàåòñÿ ñ âåëèêîëåïíûìè èçâåñòèÿìè: [From.GetTitledFirstName] èçãîíèò ÿçû÷íèêà èç ñâîèõ âëàäåíèé.;;x
EVTDESC39243;An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to imprison a heathen that was in [From.GetHerHis] court.;;;;;;;;;;;Ïîñëàííèê âîçâðàùàåòñÿ ñ õîðîøèìè èçâåñòèÿìè: [From.GetTitledFirstName] áðîñèò ÿçû÷íèêà â òåìíèöó.;;x
EVTDESC39244;This is a day that the has caused cries of joy to rise up from the pits of hell. An emissary from  [From.GetBestName] is stating that [From.GetSheHe] refuse to follow our demands.;;;;;;;;;;;Ýòî äåíü, êîãäà â àäó ïèðóþò è âåñåëÿòñÿ. [From.GetBestName] ÷åðåç ñâîåãî ïîñëàííèêà ñîîáùàåò, ÷òî íå âûïîëíèò Âàøåé âîëè.;;x
EVTDESC39250;An emissary comes from [From.GetBestName], with hopes of buying indulgences to clean [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret.;;;;;;;;;;;[From.GetBestName] ïðèñûëàåò ýìèññàðà â íàäåæäå íà ïîêóïêó èíäóëüãåíöèè äëÿ îòïóùåíèÿ ñâîèõ ãðåõîâ. Íî [From.GetHersHis] ãðåõè íàñòîëüêî òÿæåëû, ÷òî ýòî âûçûâàåò ëèøü ñêîðáü.;;x
EVTDESC39251;The Holy Father has granted us absolution!;;;;;;;;;;;Ñâÿòîé Îòåö äàðîâàë íàì ïðîùåíèå ãðåõîâ!;;x
EVTDESC39252;An emissary comes from [From.GetBestName], with hopes of repenting [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret and I will lift his excommunication.;;;;;;;;;;;[From.GetBestName] îòïðàâëÿåò ïîñëàííèêîâ, â íàäåæäå íà ïðîùåíèå. Íå÷åãî è äóìàòü îá ýòîì, ïîêà [From.GetSheHe] íå ïåðåñòàíåò ãðåøèòü è íå ïîêàåòñÿ â ñîâåðø¸ííûõ ãðåõàõ.;;x
EVTDESC39253;The Holy Father has agreed to lift the excommunication against me!;;;;;;;;;;;Ñâÿòåéøèé Ïàïà ñîãëàñèëñÿ ñíÿòü ñ ìåíÿ îòëó÷åíèå!;;x
EVTDESC39261;An emissary from [From.GetTitledFirstName] has arrived in our court. According to the emissary, [From.GetSheHe] is concerned about our employment of heathens as advisors. The Patriarch is asking of me to remove them from position.;;;;;;;;;;;Ñåãîäíÿ ïîñëàííèê ïðèáûë êî äâîðó è ñîîáùèë, ÷òî [From.GetTitledFirstName] áåñïîêîèòñÿ èç-çà íàøåãî ñîîáùåíèÿ î ïðèäâîðíîì-ÿçû÷íèêå. Ïàòðèàðõ ïðîñèò ñìåñòèòü åãî ñ äîëæíîñòè.;;x
EVTDESC39270;There is an errant bishop in one of the [catholic.GetName] realms. Rumours speak of him pledging allegiance to his earthly master ahead of God.;;;;;;;;;;;Â îäíîé èç [This.GetCatholicAdj]ñêèõ ñòðàí åïèñêîï ñáèëñÿ ñ âåðíîãî ïóòè. Ñëóõè ãîâîðÿò, ÷òî îí ñòàâèò êëÿòâó âåðíîñòè ñâîåìó çåìíîìó ãîñïîäèíó ïðåâûøå Ãîñïîäà!;;x
EVTDESC39271;The Holy Father is most concerned about the loyalties of the bishops of our realm. [From.GetBestName] is asking for us to replace one of them with a bishop.;;;;;;;;;;;Ñâÿòîé Îòåö îáåñïîêîåí ïðåäàííîñòüþ îäíîãî èç åïèñêîïîâ â íàøåì ãîñóäàðñòâå. [From.GetBestName] ïðîñèò çàìåíèòü åãî.;;x
EVTDESC39272;An emissary has returned from [From.GetBestName] bearing glorious news. The errant bishop is no longer in a position of authority.;;;;;;;;;;;Ïîñëàííèê âîçâðàùàåòñÿ ñ âåëèêîëåïíûìè èçâåñòèÿìè: åïèñêîï íå çàäåðæèòñÿ íà ïîñòó.;;x
EVTDESC39273;Our emissary has returned from [From.GetBestName]. The news he bring is dire indeed, as [From.GetBestName] is refusing to follow our demands.;;;;;;;;;;;Ïîñëàííèê âîçâðàùàåòñÿ ñ íåñîìíåííî óæàñíûì èçâåñòèåì: [From.GetBestName] îòêàæåòñÿ îò âûïîëíåíèÿ Âàøåé âîëè.;;x
EVTDESC39275;We have loyal bishops in other realms. Perhaps we should return them to their de-jure rulers, so that they can guide their earthly lieges.;;;;;;;;;;;Åïèñêîïû èç äðóãèõ ãîñóäàðñòâ âåðíû íàì. Âîçìîæíî, íàì ñëåäóåò âåðíóòü èõ çàêîííûì ïðàâèòåëÿì, ÷òîáû îíè ìîãëè íàïðàâëÿòü ñâîèõ çåìíûõ ñþçåðåíîâ.;;x
EVTDESC39276;The Holy Father wishes to inform us that we will now also obey an early liege.;;;;;;;;;;;Ñâÿòîé Îòåö æåëàåò ïîñòàâèòü íàñ â èçâåñòíîñòü, ÷òî îòíûíå ìû äîëæíû òàêæå ïîä÷èíÿòüñÿ çåìíîìó ãîñïîäèíó.;;x
EVTDESC39277;The Holy Father has granted you the [From.PrimaryTitle.GetFullName]. We will serve you faithfully as a vassal, and guide your rule in a Christian way.;;;;;;;;;;;"Ñâÿòîé Îòåö äàðóåò Âàì òèòóë è çåìëþ ""[From.PrimaryTitle.GetFullName]"". Ìû ïðèìåì Âàñ, êàê âàññàëà è áóäåì âåñòè Âàñ ïî ïóòè áëàãî÷åñòèÿ.";;x
EVTDESC39300;A young artist is working on what is clearly a divinely inspired icon, depicting Mary, Mother of God. He needs sponsorship to finish it, so we can place it in our own chapel!;;;;;;;;;;;Ìîëîäîé õóäîæíèê ðàáîòàåò íàä èêîíîé, èçîáðàæàþùåé Ñâÿòóþ Ìàðèþ, Ìàòåðü Áîæüþ. Îí íóæäàåòñÿ â ñðåäñòâàõ, ÷òîáû çàêîí÷èòü èêîíó, åñëè ìû ïîìîæåì åìó, òî ñìîæåì ïîìåñòèòü ýòî âåëèêîëåïíîå ïðîèçâåäåíèå èñêóññòâà â íàøó ñîáñòâåííóþ ÷àñîâíþ!;;x
EVTDESC39301;A young artist is working on what is clearly a divinely inspired icon, depicting Christ Pantocrator. He needs sponsorship to finish it, so we can place it in our own chapel!;;;;;;;;;;;Ìîëîäîé õóäîæíèê ðàáîòàåò íàä èêîíîé, èçîáðàæàþùåé Õðèñòà Âñåäåðæèòåëÿ. Îí íóæäàåòñÿ â ñðåäñòâàõ, ÷òîáû çàêîí÷èòü èêîíó, åñëè ìû ïîìîæåì åìó, òî ñìîæåì ïîìåñòèòü ýòî âåëèêîëåïíîå ïðîèçâåäåíèå èñêóññòâà â íàøó ñîáñòâåííóþ ÷àñîâíþ!;;x
EVTDESC39302;A young artist is working on what is clearly a divinely inspired icon, depicting St. Peter. He needs sponsorship to finish it, so we can place it in our own chapel!;;;;;;;;;;;Ìîëîäîé õóäîæíèê ðàáîòàåò íàä èêîíîé, èçîáðàæàþùåé Ñâÿòîãî Ïåòðà. Îí íóæäàåòñÿ â ñðåäñòâàõ, ÷òîáû çàêîí÷èòü èêîíó, åñëè ìû ïîìîæåì åìó, òî ñìîæåì ïîìåñòèòü ýòî âåëèêîëåïíîå ïðîèçâåäåíèå èñêóññòâà â íàøó ñîáñòâåííóþ ÷àñîâíþ!;;x
EVTDESC39303;A young artist is working on what is clearly a divinely inspired icon, depicting John the Baptist. He needs sponsorship to finish it, so we can place it in our own chapel!;;;;;;;;;;;Ìîëîäîé õóäîæíèê ðàáîòàåò íàä èêîíîé, èçîáðàæàþùåé Èîàííà Êðåñòèòåëÿ. Îí íóæäàåòñÿ â ñðåäñòâàõ, ÷òîáû çàêîí÷èòü èêîíó, åñëè ìû ïîìîæåì åìó, òî ñìîæåì ïîìåñòèòü ýòî âåëèêîëåïíîå ïðîèçâåäåíèå èñêóññòâà â íàøó ñîáñòâåííóþ ÷àñîâíþ!;;x
EVTDESC39304;A young artist is working on what is clearly a divinely inspired icon, depicting St. George. He needs sponsorship to finish it, so we can place it in our own chapel!;;;;;;;;;;;Ìîëîäîé õóäîæíèê ðàáîòàåò íàä èêîíîé, èçîáðàæàþùåé Ãåîðãèÿ Ïîáåäîíîñöà. Îí íóæäàåòñÿ â ñðåäñòâàõ, ÷òîáû çàêîí÷èòü èêîíó, åñëè ìû ïîìîæåì åìó, òî ñìîæåì ïîìåñòèòü ýòî âåëèêîëåïíîå ïðîèçâåäåíèå èñêóññòâà â íàøó ñîáñòâåííóþ ÷àñîâíþ!;;x
EVTDESC39310;I devote myself to the service of the Church, and eradicating her enemies. I have not yet fallen to any of the mortal sins, nor do I shy away from danger.;;;;;;;;;;;ß ïîñâÿùàþ ñåáÿ ñëóæåíèþ öåðêâè è óíè÷òîæåíèþ åå âðàãîâ. Íè îäèí èç ñìåðòíûõ ãðåõîâ íå ñîáüåò ìåíÿ ñ ïóòè èñòèííîãî, íå äðîãíó ÿ ïåðåä ëèöîì îïàñíîñòè.;;x
EVTDESC39311;I am a fallen man. What was once a noble knight, is now just a mere sinner. I am not a true knight.;;;;;;;;;;;ß - ïàâøèé ÷åëîâåê. Òîò, êòî áûë îäíàæäû áëàãîðîäíûì ðûöàðåì, òåïåðü ïðåâðàòèëñÿ â æàëêîãî ãðåøíèêà. ß íå äîñòîèí áûòü ðûöàðåì.;;x
EVTDESC39400;The [From.Religion.GetName] heresy has appeared in the county of [From.GetName]!;;;;;;;;;;;Âàì ñîîáùàþò, ÷òî [From.GetRelAdj]ñêàÿ åðåñü ïðîíèêëà â [From.County.GetAdjective]ñêèå çåìëè!;;x
EVTDESC39401;Disturbing news! Heresy apparently appeared in a [catholic.GetName] county over two years ago and the ruler has done nothing!;;;;;;;;;;;Òðåâîæíûå íîâîñòè! Â [This.GetCatholicAdj]ñêîì îêðóãå áîëåå äâóõ ëåò ñâèðåïñòâóåò åðåñü, à ïðàâèòåëü è óõîì íå âåä¸ò!;;x
EVTDESC39402;To find that you have a county in your demesne that has turned heretic is bad enough. But I am shocked to learn that you have let this situation be for over two years! This heresy must be rooted out.;;;;;;;;;;;Òî, ÷òî â îäíîì èç Âàøèõ îêðóãîâ ïîÿâèëàñü åðåñü, ñàìî ïî ñåáå ïëîõî. Íî áîëüøå âñåãî ìåíÿ øîêèðîâàëî òî, ÷òî ýòî ïðîèçîøëî óæå áîëåå äâóõ ëåò íàçàä, à Âû òàê íè÷åãî è íå ïðåäïðèíÿëè! Íóæíî êàë¸íûì æåëåçîì âûæå÷ü å¸ èç äóø Âàøèõ ïîääàííûõ.;;x
EVTDESC39403;Heresy has appeared in a [catholic.GetName] county. I will encourage the local ruler to swiftly deal with it.;;;;;;;;;;;Åðåñü ðàñïðîñòðàíÿåòñÿ â [This.GetCatholicAdj]ñêîì îêðóãå. Íàäî ðàñïîðÿäèòñÿ, ÷òîáû ìåñòíûé ïðàâèòåëü áûñòðåå ðàçîáðàëñÿ ñ íåé.;;x
EVTDESC39404;Troubling news has reached me about a heretic county in your demesne. I urge you to swiftly deal with this problem as this heresy must be rooted out!;;;;;;;;;;;Äî ìåíÿ äîøëè íîâîñòè, ÷òî â îäíîì èç Âàøèõ îêðóãîâ ëþäè âîëüíû ïîêëîíÿòüñÿ êîìó óãîäíî è êàê óãîäíî. ß æåëàþ, ÷òîáû Âû ðàç è íàâñåãäà èçáàâèëèñü îò ýòèõ åðåòèêîâ.;;x
EVTDESC39410;There are rumors that one of the rulers of Christendom is employing a heretic in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.;;;;;;;;;;;Ïðîøëè ñëóõè, ÷òî îäíîìó èç õðèñòèàíñêèõ ïðàâèòåëåé åðåòèê äàåò ñîâåòû, êàê óïðàâëÿòü ïðàâåäíûì ëþäîì. Ýòî - íåïðèåìëåìî! Íàäî âìåøàòüñÿ, ïîêà äóøà ýòîãî ãîñïîäèíà íå ïî÷åðíåëà îêîí÷àòåëüíî.;;x
EVTDESC39441;I am most concerned that you allow heretics as your advisors. They should immediately be removed from position their position.;;;;;;;;;;;Ìíå î÷åíü íå íðàâèòñÿ, ÷òî Âû ïîçâîëÿåòå åðåòèêàì äàâàòü ñåáå ñîâåòû. Îòñòðàíèòå èõ îò âñåõ ãîñóäàðñòâåííûõ äåë áåç ïðîìåäëåíèÿ!;;x
EVTDESC39445;My liege has a heretic as one of [Root.Liege.GetHerHis] advisors!;;;;;;;;;;;Îäèí èç ñîâåòíèêîâ ìîåãî ñþçåðåíà - åðåòèê!;;x
EVTDESC39446;My liege, I am shocked to find that you have appointed a heretic as one of your advisors.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], ìíå íå ïî äóøå çíàòü, ÷òî îäèí èç Âàøèõ ñîâåòíèêîâ - åðåòèê.\nÏîäïèñü: \n[From.GetTitledName];;x
EVTDESC39500;The infidel dhimmis in [Root.GetName] are now a minority, and most people have embraced [Root.Holder.Religion.GetName] Islam!;;;;;;;;;;;Íåâåðíûå çèììè â ðåãèîíå [Root.GetName] òåïåðü ñîñòàâëÿþò ìåíüøèíñòâî, à áîëüøèíñòâî æèòåëåé ïðèíÿëè [Root.Holder.GetReligionFullName]!;;x
EVTDESC39501;The people of §Y[From.GetName]§! have embraced the §Y[From.Holder.Religion.GetName]§! faith!;;;;;;;;;;;Æèòåëè îêðóãà §Y[From.GetName]§! ïðèíÿëè §Y[From.Holder.GetReligionFullName]§!;;x
