#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTNAMELoR.1;The Province of Syria Palaestina;;;;;;;;;;;Cèðèÿ è Ïàëåñòèíà;;x
EVTDESCLoR.14;The island of Hibernia is the latest addition to the ever-expanding domains of the Roman Empire. This land of gently rolling hills and green fields was never conquered by the old empire, but it should become a pleasant fief to govern if one does not mind the rain or the foul-smelling Norse settlers along the coast.;;;;;;;;;;;Îñòðîâ Èáåðíèÿ ÿâëÿåòñÿ ïîñëåäíèì äîïîëíåíèåì ê ïîñòîÿííî ðàñøèðÿþùèìñÿ îáëàñòÿì Ðèìñêîé èìïåðèè. Ýòà çåìëÿ ïîêàòûõ õîëìîâ è çåë¸íûõ ïîëåé íèêîãäà íå áûëà çàâî¸âàíà ñòàðîé èìïåðèåé, íî îíà ñòàíåò õîðîøèì ôåîäîì, åñëè íå îáðàùàòü âíèìàíèå íà äîæäü è çëîâîííûõ íîðâåæñêèõ ïîñåëåíöåâ âäîëü ïîáåðåæüÿ.;;x
EVTDESCLoR.20;"Friends, Romans, countrymen, lend me your ears! After the miraculous recovery of territory lost centuries ago, the Roman Empire has been reborn! Europe has endured dark times since the imperial frontiers were stormed by barbarians and province after province burned at their touch, but now a bright new age has dawned for all of civilization.\n\nThe Roman State will no longer be referred to as the ""Empire of the Greeks"" by jealous pretenders in the West, but recognized as the true heir to the legacy of Rome. [Root.GetTitledFirstName] rules a restored Imperium Romanum, but much work remains to be done. There is still territory to recover and ancient borders to reclaim. For the Senate and People of Rome!";;;;;;;;;;;"Äðóçüÿ, ðèìëÿíå, ñîîòå÷åñòâåííèêè, âûñëóøàéòå ìåíÿ! Ïîñëå ÷óäåñíîãî âîçâðàùåíèÿ òåððèòîðèé, ïîòåðÿííûõ âåêàìè íàçàä, Ðèìñêàÿ èìïåðèÿ âîçðîäèëàñü! Åâðîïà ïåðåæèâàëà òÿæ¸ëûå âðåìåíà ñ òåõ ïîð, êàê èìïåðñêèå ãðàíèöû èñïûòûâàëèñü íà ïðî÷íîñòü âàðâàðàìè è ïðîâèíöèþ çà ïðîâèíöèåé ñæèãàëè èõ íàáåãè, íî òåïåðü ñâåò íîâûõ âðåì¸í âîññèÿë äëÿ âñåé öèâèëèçàöèè.\nÐåâíèâûå ïðåòåíäåíòû íà Çàïàäå áîëüøå íå áóäóò íàçûâàòü Ðèìñêîå ãîñóäàðñòâî ""èìïåðèåé ãðåêîâ"", à ïðèçíàþò èñòèííûì ïðååìíèêîì íàñëåäèÿ Ðèìà. [Root.GetTitledFirstName] ïðàâèò âîññòàíîâëåííîé Ðèìñêîé èìïåðèåé, íî ìíîãîå åù¸ ïðåäñòîèò ñäåëàòü. Ñóùåñòâóþò åù¸ òåððèòîðèè, êîòîðûå íàäî âåðíóòü è äðåâíèå ãðàíèöû, êîòîðûå íóæíî âîññòàíîâèòü. Çà Ñåíàò è íàðîä Ðèìà!";;x
EVTDESCLoR.21;"The Byzantines, previously referred to as the ""Empire of the Greeks"" by many in the West, have somehow managed to reclaim enough lost territory to declare the Roman Empire restored! It can no longer be denied that they are the true successors of Rome and its glorious legacy. They claim a new era is upon us.";;;;;;;;;;;"Âèçàíòèè, ðàíåå íàçûâàåìîé íà Çàïàäå ""èìïåðèåé ãðåêîâ"", òàê èëè èíà÷å óäàëîñü âåðíóòü óòðà÷åííûå òåððèòîðèè äëÿ òîãî, ÷òîáû îáúÿâèòü Ðèìñêóþ èìïåðèþ âîññòàíîâëåííîé! Áîëüøå íåëüçÿ îòðèöàòü òîãî, ÷òî îíè ÿâëÿþòñÿ èñòèííûìè ïðååìíèêàìè Ðèìà è åãî ñëàâíîãî íàñëåäèÿ.";;x
EVTDESCLoR.30;In honor of the Empire's recent victory, it would be appropriate to hold a triumph in the capital for the heroic soldiers who fought in the campaign. Such an arrangement will be expensive, but the people expect nothing less.;;;;;;;;;;;Â ÷åñòü íåäàâíåé ïîáåäû Èìïåðèè, áûëî áû öåëåñîîáðàçíî ïðîâåñòè Òðèóìô â ñòîëèöå äëÿ ñîëäàò, ãåðîè÷åñêè ñðàæàâøèõñÿ â ýòîé âîéíå. Òàêîå ìåðîïðèÿòèå äîðîãî îáîéäåòñÿ, íî ëþäè íå îæèäàþò íè÷åãî èíîãî.;;x
EVTDESCLoR.31;A mighty triumph is held at the Hippodrome to celebrate the brave generals and soldiers who brought defeat to the enemies of the Empire. The people cheer as trumpeters lead a long procession that includes parading soldiers, carts filled with the spoils of war and cages holding captives from the recent campaign.;;;;;;;;;;;Âåëèêîå òîðæåñòâî ïðîâîäèòñÿ íà èïïîäðîìå â ÷åñòü õðàáðûõ ãåíåðàëîâ è ñîëäàò, êîòîðûå íàíåñëè ïîðàæåíèå âðàãàì Èìïåðèè. Ëþäè ïðèâåòñòâóþò òðóáà÷åé, âîçãëàâëÿþùèõ äëèííóþ ïðîöåññèþ, âêëþ÷àþùóþ ìàðøèðóþùèõ ñîëäàò, çàïîëíåííûå òðîôåÿìè òåëåãè è êëåòêè ñ ïëåííèêàìè èç ïîñëåäíèõ ïîõîäîâ.;;x
EVTDESCLoR.32;The [Root.Liege.GetTitle] has commanded that a triumph be held at the Hippodrome to celebrate the brave soldiers responsible for the Empire's recent victory. The people cheer as trumpeters lead a long procession that includes parading soldiers, carts filled with the spoils of war and cages holding captives from the recent campaign.;;;;;;;;;;;[Root.Liege.GetTitle] ïîâåëåâàåò, ÷òîáû íà èïïîäðîìå ïðîøëî òîðæåñòâî â ÷åñòü õðàáðûõ ñîëäàò, êîòîðûå ïðèíåñëè ïîáåäó Èìïåðèè. Ëþäè ïðèâåòñòâóþò òðóáà÷åé, âîçãëàâëÿþùèõ äëèííóþ ïðîöåññèþ, êîòîðàÿ âêëþ÷àåò ìàðøèðóþùèõ ñîëäàò, çàïîëíåííûå òðîôåÿìè òåëåãè è êëåòêè ñ ïëåííèêàìè èç ïîñëåäíèõ ïîõîäîâ.;;x
EVTDESCLoR.40;The story of the Roman Empire's glorious recovery will be told throughout the ages. Those unfortunate enough to have lived through the black days when barbarians sacked Rome at will or the Arab invaders swept in from the desert would not have dared dream of this day. All of the old provinces have been reclaimed and the Empire now stretches farther than it has in nearly a thousand years.\n\nChurch bells across Europe are ringing to celebrate this momentous occasion and men and women in both Rome and Constantinople are weeping tears of joy. It will be a challenge to keep an empire of this scale together, but for the sake of all humanity you must succeed, lest the world plunge into yet another dark age of ignorance and barbarity bereft of Rome's guiding light.;;;;;;;;;;;Èñòîðèþ ñëàâíîãî âîçðîæäåíèÿ Ðèìñêîé èìïåðèè áóäóò ðàññêàçûâàòü âåêàìè. Òå íåñ÷àñòíûå, ïåðåæèâøèå ÷¸ðíûå äíè, êîãäà âàðâàðû ãðàáèëè Ðèì, à àðàáñêèå çàâîåâàòåëè ïðîêàòèëèñü âèõðåì èç ïóñòûíü, íå ìîãëè è ìå÷òàòü îá ýòîì äíå. Âñå ïðåæíèå ïðîâèíöèè áûëè âîññòàíîâëåíû è Èìïåðèÿ òåïåðü ïðîñòèðàåòñÿ äàëüøå, ÷åì ýòî áûëî ïî÷òè òûñÿ÷ó ëåò íàçàä.\nÖåðêîâíûå êîëîêîëà ïî âñåé Åâðîïå çâîíÿò, ÷òîáû îòïðàçäíîâàòü ýòî çíàìåíàòåëüíîå ñîáûòèå, ìóæ÷èíû è æåíùèíû â Ðèìå è Êîíñòàíòèíîïîëå ïëà÷óò îò ðàäîñòè. Çàäà÷à ñîõðàíèòü èìïåðèþ òàêîãî ìàñøòàáà â öåëîñòíîñòè áóäåò ñëîæíîé, íî ðàäè âñåãî ÷åëîâå÷åñòâà, Âû äîëæíû ïðåóñïåòü, ÷òîáû ìèð íå ïîãðóçèëñÿ â åù¸ îäíó ò¸ìíóþ ýïîõó íåâåæåñòâà è âàðâàðñòâà, ëèøèâøèñü ïóòåâîäíîé çâåçäû Ðèìà.;;x
EVTDESCLoR.45;You are the current ruler of the glorious Roman Empire. May your reign be a prosperous one!;;;;;;;;;;;Âû - íûíåøíèé ïðàâèòåëü ñëàâíîé Ðèìñêîé èìïåðèè. Ïóñòü âïðåäü Âàøå ïðàâëåíèå áóäåò òàêèì æå ïðîöâåòàþùèì!;;x
EVTDESCLoR.46;You are no longer the ruler of the Roman Empire. It will surely crumble without your guiding hand to lead it.;;;;;;;;;;;Âû áîëüøå íå ïðàâèòåëü Ðèìñêîé èìïåðèè. Áåçóñëîâíî, áåç Âàøåé íàïðàâëÿþùåé ðóêè îíà èñ÷åçíåò.;;x
EVTOPTALoR.1;Long live the Empire!;;;;;;;;;;;Äà çäðàâñòâóåò Èìïåðèÿ!;;x
EVTOPTALoR.20;Esto perpetua!;;;;;;;;;;;Esto perpetua!;;x
EVTOPTALoR.21;Can it be true?;;;;;;;;;;;Íåóæåëè ýòî ïðàâäà?;;x
EVTOPTALoR.30;Yes, a glorious triumph will be held.;;;;;;;;;;;Äà áóäåò âåëèêîå òîðæåñòâî!;;x
EVTOPTALoR.31;The Empire is on the verge of success.;;;;;;;;;;;Èìïåðèÿ íà ãðàíè óñïåõà;;x
EVTOPTALoR.32;An impressive display.;;;;;;;;;;;Âïå÷àòëÿþùàÿ äåìîíñòðàöèÿ;;x
EVTOPTALoR.40;The Empire will not fall again.;;;;;;;;;;;Èìïåðèÿ áîëüøå íå ïàä¸ò;;x
EVTOPTALoR.45;Hail Caesar!;;;;;;;;;;;Àâå, Öåçàðü!;;x
EVTOPTALoR.46;What a loss for the Empire!;;;;;;;;;;;Êàêàÿ ïîòåðÿ äëÿ Èìïåðèè!;;x
EVTOPTBLoR.21;But... what about my empire?;;;;;;;;;;;Íî... êàê íàñ÷¸ò ÌÎÅÉ èìïåðèè?;;x
EVTOPTBLoR.30;A brief ovation at the Hippodrome should be enough.;;;;;;;;;;;Êðàòêèõ îâàöèé íà èïïîäðîìå äîëæíî õâàòèòü.;;x
EVTOPTCLoR.30;No, we have no time for such nonsense.;;;;;;;;;;;Ó íàñ íåò âðåìåíè íà òàêóþ åðóíäó.;;x
EVTTOOLTIPLoR.20;[e_roman_empire.GetNameCap] is restored.;;;;;;;;;;;[e_roman_empire.GetNameCap] âîññòàíåò èç ðóèí.;;x
EVTTOOLTIPLoR.31;A triumph is held at the Hippodrome.;;;;;;;;;;;Òðèóìô áóäåò ïðîâåä¸í íà èïïîäðîìå;;x
EVTDESCLoR20_HF;People of [Root.PrimaryTitle.GetName], lend me your ears! After the miraculous recovery of territory lost centuries ago, our mighty nation has been reborn! Our land has endured dark times since the imperial frontiers were stormed by barbarians and province after province burned at their touch, but now a bright new age has dawned for all of civilization.\n\nOur great Nation will no longer be referred to as [e_byzantium.GetName] by jealous pretenders, but recognized as the true heir to the legacy of its illustrious ancestors. [Root.GetTitledFirstName] rules a restored Imperium, but much work remains to be done. There is still territory to recover and ancient borders to reclaim. For the Senate and People of [Root.Capital.GetName]!;;;;;;;;;;;"Äðóçüÿ, ñîîòå÷åñòâåííèêè, âûñëóøàéòå ìåíÿ! Ïîñëå ÷óäåñíîãî âîçâðàùåíèÿ òåððèòîðèé, ïîòåðÿííûõ âåêàìè íàçàä, íàøà ìîãó÷àÿ èìïåðèÿ âîçðîäèëàñü! Åâðîïà ïåðåæèâàëà òÿæ¸ëûå âðåìåíà ñ òåõ ïîð, êàê èìïåðñêèå ãðàíèöû èñïûòûâàëèñü íà ïðî÷íîñòü âàðâàðàìè è ïðîâèíöèþ çà ïðîâèíöèåé ñæèãàëè èõ íàáåãè, íî òåïåðü ñâåò íîâûõ âðåì¸í âîññèÿë äëÿ âñåé öèâèëèçàöèè.\nÐåâíèâûå ïðåòåíäåíòû áîëüøå íå áóäóò íàçûâàòü íàøå âåëèêîå ãîñóäàðñòâî ""[e_byzantium.GetName]"", à ïðèçíàþò èñòèííûì ïðååìíèêîì íàñëåäèÿ ñâîèõ ïðåäêîâ. [Root.GetTitledFirstName] ïðàâèò âîññòàíîâëåííîé Èìïåðèåé, íî ìíîãîå åù¸ ïðåäñòîèò ñäåëàòü. Ñóùåñòâóþò åù¸ òåððèòîðèè, êîòîðûå íàäî âåðíóòü è äðåâíèå ãðàíèöû, êîòîðûå íóæíî âîññòàíîâèòü. Äà çäðàâñòâóåò [Root.Capital.GetName]!";;x
EVTDESCLoR21_HF;The [From.Culture.GetName] [From.GetTitle], has somehow managed to reclaim enough lost territory to declare [e_roman_empire.GetName] restored! It can no longer be denied that they are the true successors of the Empire of old and its glorious legacy. They claim a new era is upon us.;;;;;;;;;;;[From.GetTitledFirstName] êàêèì-òî îáðàçîì ñìîã[From.GetEndA] âåðíóòü óòðà÷åííûå òåððèòîðèè, è òåïåðü [From.GetHersHis] ñòðàíà ñíîâà íàçûâàåòñÿ [e_roman_empire.GetName]! Áîëüøå íåëüçÿ îòðèöàòü òîãî, ÷òî îíè ÿâëÿþòñÿ èñòèííûìè ïðååìíèêàìè äðåâíåé Èìïåðèè è å¸ ñëàâíîãî íàñëåäèÿ.;;x
EVTDESCLoR40_GENERIC;The story of the Roman Empire's glorious recovery will be told throughout the ages. Those unfortunate enough to have lived through the black days when barbarians sacked Rome at will or the Arab invaders swept in from the desert would not have dared dream of this day. All of the old provinces have been reclaimed and the Empire now stretches farther than it has in nearly a thousand years.\n\nCountless people from all races and creeds all across Europe are celebrating this momentous occasion and men and women in both Rome and Constantinople are weeping tears of joy. It will be a challenge to keep an empire of this scale together, but for the sake of all humanity you must succeed, lest the world plunge into yet another dark age of ignorance and barbarity bereft of Rome's guiding light.;;;;;;;;;;;Èñòîðèþ ñëàâíîãî âîçðîæäåíèÿ Ðèìñêîé èìïåðèè áóäóò ðàññêàçûâàòü âåêàìè. Òå íåñ÷àñòíûå, ïåðåæèâøèå ÷¸ðíûå äíè, êîãäà âàðâàðû ãðàáèëè Ðèì, à àðàáñêèå çàâîåâàòåëè ïðîêàòèëèñü âèõðåì èç ïóñòûíü, íå ìîãëè è ìå÷òàòü îá ýòîì äíå. Âñå ïðåæíèå ïðîâèíöèè áûëè âîññòàíîâëåíû è Èìïåðèÿ òåïåðü ïðîñòèðàåòñÿ äàëüøå, ÷åì ýòî áûëî ïî÷òè òûñÿ÷ó ëåò íàçàä.\nÍåñìåòíîå ìíîæåñòâî ëþäåé ðàçíîé êóëüòóðû è âçãëÿäîâ ñî âñåé Åâðîïû ñîáðàëèñü âìåñòå, ÷òîáû îòïðàçäíîâàòü ýòî çíàìåíàòåëüíîå ñîáûòèå, ìóæ÷èíû è æåíùèíû â Ðèìå è Êîíñòàíòèíîïîëå ïëà÷óò îò ðàäîñòè. Çàäà÷à ñîõðàíèòü èìïåðèþ òàêîãî ìàñøòàáà â öåëîñòíîñòè áóäåò ñëîæíîé, íî ðàäè âñåãî ÷åëîâå÷åñòâà, Âû äîëæíû ïðåóñïåòü, ÷òîáû ìèð íå ïîãðóçèëñÿ â åù¸ îäíó ò¸ìíóþ ýïîõó íåâåæåñòâà è âàðâàðñòâà, ëèøèâøèñü ïóòåâîäíîé çâåçäû Ðèìà.;;x
