#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
# job_lord_spiritual.txt
#########################
#
#	Lord spiritual events
#
#########################
# The Lord Spiritual converts a province!
evt_lordspiritual_001_title;County Religion Converted;;;;;;;;;;;Cìåíà ðåëèãèè îêðóãà;;x
evt_lordspiritual_204_option_a;How dare they!;;;;;;;;;;;Êàê îíè ïîñìåëè?!;;x
# Inform the Liege about death
evt_lordspiritual_205_desc_a;[Root.GetTitledName], your [Root.GetLordSpiritualName] [From.GetTitledName] was killed by heathens when trying to spread the Holy Faith in [From.Location.GetName].;;;;;;;;;;;[Root.GetTitledName], [Root.GetLordSpiritualName] [From.GetFirstName] óáèò[From.GetEndA] èíîâåðöàìè ïðè ïîïûòêàõ ðàñïðîñòðàíèòü ñâÿòóþ âåðó â îêðóãå [From.Location.GetName].;;x
evt_lordspiritual_205_option_a;Horrible!;;;;;;;;;;;Óæàñíî!;;x
# The Lord Spiritual suspects a subject character of heresy
evt_lordspiritual_301_title;Heretic Noble;;;;;;;;;;;Eðåòèê ñðåäè çíàòè;;x
evt_lordspiritual_301_desc_a;I have found a heretic among the nobles in [Root.Location.GetName]!;;;;;;;;;;;ß íàø¸ë åðåòèêà ñðåäè çíàòè â îáëàñòè [Root.Location.GetName]!;;x
evt_lordspiritual_301_option_a;This heresy must be stopped!;;;;;;;;;;;Åðåñü äîëæíà áûòü ïðåêðàùåíà!;;x
evt_lordspiritual_301_option_a_tooltip;Send a letter to my liege informing [Root.Liege.GetHerHim] of the heretic!;;;;;;;;;;;ß äîëæåí óâåäîìèòü ñþçåðåíà î åðåòèêå!;;x
# No longer used
EVTOPTB903;I better let this particular one off...;;;;;;;;;;;ß ïðåäïî÷èòàþ ïîçâîëèòü ñåáå èñêëþ÷åíèå èç ïðàâèë...;;x
# Noble reacts to the accusations
evt_lordspiritual_302_desc_a;The [From.GetJobTitle] of [From.Host.PrimaryTitle.GetName], [From.GetTitledName], accuses me of heresy and have declared me a heretic!;;;;;;;;;;;[From.GetTitledFirstName], [From.GetJobTitle] [From.Host.PrimaryTitle.GetAdjective]ñêîãî äâîðà, îáâèíèë[From.GetEndA] ìåíÿ â åðåñè!;;x
evt_lordspiritual_302_option_a;I'm a God-fearing [Root.GetManWoman], I won't put up with this!;;;;;;;;;;;ß íå ñîáèðàþñü ìèðèòüñÿ ñ ýòèì!;;x
evt_lordspiritual_302_option_a_tooltip;Send a letter to [From.Host.GetTitledName] explaining [From.Host.GetHerHis] [From.GetLordSpiritualName]'s mistake;;;;;;;;;;;Ïîñëàòü ïèñüìî ïåðñîíàæó [From.Host.GetTitledName], ñ îáúÿñíåíèÿìè òîãî, â ÷¸ì îøèáñÿ åãî [From.GetLordSpiritualName].;;x
evt_lordspiritual_302_option_b;I am a faithful Muslim, I won't put up with this!;;;;;;;;;;;ß âåðóþùèé ìóñóëüìàíèí, ÿ íå áóäó ñ ýòèì ìèðèòüñÿ!;;x
evt_lordspiritual_302_option_b_tooltip;An apologetic letter is sent to [This.GetTitledName];;;;;;;;;;;Îòïðàâèòü ïèñüìî ñ èçâèíåíèÿìè, êîòîðîå ïîëó÷èò [This.GetTitledName];;x
# Liege: The noble complains
evt_lordspiritual_303_desc_a;My [Root.GetTitle], word has reached me that your [Root.GetMyLordSpiritualName] has accused me of heresy! I implore you, as a devout [Root.Religion.GetName] to another devout [Root.Religion.GetName] to believe me when I tell you I am not a heretic!\n\nYour humble [From.GetTitle],\n[From.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], äî ìåíÿ äîøëè ñëóõè, ÷òî Âàø [Root.GetMyLordSpiritualName] îáâèíèë[Root.job_spiritual.GetEndA] ìåíÿ â åðåñè! ß ïðîøó Âàñ ïîâåðèòü ìíå, êàê îäèí áëàãî÷åñòèâûé ïðèâåðæåíåö [Root.GetReligionNameGEN] äðóãîìó, ÷òî ÿ - íå åðåòèê!\nÑî ñìèðåíèåì è óâàæåíèåì,\n [From.GetTitledName];;x
evt_lordspiritual_303_option_a;I am sure [From.GetTitledFirstName] is not a heretic;;;;;;;;;;;[From.GetSheHeCap] - áëàãî÷åñòèâ[From.GetAyaYy] [Root.GetReligiousPerson]!;;x
evt_lordspiritual_303_option_a_tooltip_1;An apologetic letter is sent to [This.GetTitledName];;;;;;;;;;;Îòïðàâèòü ïèñüìî ñ èçâèíåíèÿìè, êîòîðîå ïîëó÷èò [This.GetTitledName];;x
evt_lordspiritual_303_option_a_tooltip_2;A chastising letter is sent to the [Root.GetLordSpiritualName];;;;;;;;;;;Ïîðèöàòåëüíîå ïèñüìî îòïðàâëåíî ïåðñîíàæó [Root.GetLordSpiritualName];;x
evt_lordspiritual_303_option_b;Of course [From.GetSheHe] is a heretic!;;;;;;;;;;;Êîíå÷íî [From.GetSheHe] — åðåòè[From.GetChkaK]!;;x
evt_lordspiritual_303_option_b_tooltip_1;[This.GetTitledName] gets branded heretic;;;;;;;;;;;[This.GetTitledName] ïîëó÷èò êëåéìî åðåòèêà.;;x
evt_lordspiritual_303_option_b_tooltip_2;A complimentary letter is sent to the [Root.GetLordSpiritualName];;;;;;;;;;;Õâàëåáíîå ïèñüìî îòïðàâëåíî ïåðñîíàæó [Root.GetLordSpiritualName];;x
# Noble: Noble isn't heretic
evt_lordspiritual_304_desc_a;My [Root.GetTitle], I ask for your forgiveness as a pious [From.Religion.GetName]! My [Root.GetLordSpiritualName]'s precipitous conclusion will no longer cause you any more grievance as I personally will make sure your [Player.Religion.GetPietyName] will be known as a fact and not a question.\nYour humble [From.GetTitle],\n[From.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], ÿ ïðîøó Âàøåãî ïðîùåíèÿ, êàê èñïîâåäóþù[From.GetAyaIy] [From.GetReligionFullName] [From.GetAgedPerson]! Ìîè ïîñïåøíûå âûâîäû áîëåå íå áóäóò ïîâîäîì äëÿ Âàøåãî áåñïîêîéñòâà. Ê òîìó æå, ÿ ëè÷íî ïðîñëåæó, ÷òîáû Âàøå áëàãî÷åñòèå íè ó êîãî íå âûçûâàëî âîïðîñîâ.\n[From.GetTitledFirstName];;x
evt_lordspiritual_304_option_a;Thank God;;;;;;;;;;;Ñëàâà Áîãó!;;x
evt_lordspiritual_304_option_b;Allah be praised!;;;;;;;;;;;Ñëàâà Àëëàõó!;;x
# Lord Spiritual: Noble isn't heretic
evt_lordspiritual_305_desc_a;My [Root.GetLordSpiritualName], after investigating the heretic further I can assure you that [FromFrom.GetTitledFirstName] is a devout [FromFrom.Religion.GetName]. If this mistake recur I will not be as understanding. Make sure the heretic really is a heretic before you falsely accuse anyone.\n\n[From.GetTitledName];;;;;;;;;;;Ìîé [Root.GetLordSpiritualName], ïîñëå ïðîâåä¸ííîãî ðàññëåäîâàíèÿ ïî îáâèíåíèþ â åðåñè, ÿ ìîãó çàâåðèòü Âàñ, ÷òî [FromFrom.GetTitledFirstName] - áëàãî÷åñòèâûé ïðèâåðæåíåö [FromFrom.GetReligionNameGEN]. Åñëè ýòà îøèáêà ïîâòîðèòñÿ, ÿ íå áóäó ñòîëü æå ïîíèìàþùèì. Óáåäèòåñü, ÷òî åðåòèê äåéñòâèòåëüíî åðåòèê äî òîãî, êàê âûäâèãàòü ëîæíûå îáâèíåíèÿ.\n[From.GetTitledName];;x
evt_lordspiritual_305_option_a;As you wish...;;;;;;;;;;;Êàê ïîæåëàåòå.;;x
# Noble: Noble is heretic
evt_lordspiritual_306_desc_a;[Root.GetTitledName], the evidence against you is abundant and your heresy show no limits! You should embrace the [From.Religion.GetName] faith and ask for your sins to be forgiven.\n\nYour Pious [From.GetTitle],\n[From.GetTitledName];;;;;;;;;;;[Root.GetTitledName], äîêàçàòåëüñòâ Âàøåãî ãðåõà â èçîáèëèè, è ãðåõ Âàø âåëèê! Âû äîëæíû âíîâü íà÷àòü èñïîâåäîâàòü [From.GetReligionFullName] è ïðîñèòü îòïóùåíèÿ Âàøèõ ãðåõîâ.\n\nÂàø íàáîæíûé [From.GetTitle],\n[From.GetTitledName];;x
evt_lordspiritual_306_option_a;What?!;;;;;;;;;;;×òî?!;;x
# Lord Spiritual: Noble is heretic
evt_lordspiritual_307_desc_a;My [Root.GetLordSpiritualName], the evidence you presented against the noble is convincing and robust enough, there is no doubt in my mind that you have found a real heretic. A work well done!\n\nYour humble [From.GetTitle],\n[From.GetTitledName];;;;;;;;;;;[Root.GetLordSpiritualName], äîêàçàòåëüñòâà, êîòîðûå Âû ïðåäîñòàâèëè ïðîòèâ çíàòíîãî ÷åëîâåêà äîñòàòî÷íî óáåäèòåëüíû è íàäåæíû. Íà ìîé âçãëÿä, íåò íèêàêèõ ñîìíåíèé, ÷òî Âû âû÷èñëèëè íàñòîÿùåãî åðåòèêà. Õîðîøàÿ ðàáîòà!\n[From.GetTitledFirstName];;x
evt_lordspiritual_307_option_a;Kind words...;;;;;;;;;;;Äîáðûå ñëîâà…;;x
# Increased revolt risk
evt_lordspiritual_401_desc_a;My efforts to root out heresy and convert the population of [Root.Location.GetName] have met with resistance, and the peasants are arming themselves. I fear we might have a revolt on our hands here soon.;;;;;;;;;;;Ìîè óñèëèÿ ïî èñêîðåíåíèþ åðåñè ñðåäè [Root.Location.County.GetAdjective]ñêîãî íàñåëåíèÿ âñòðåòèëè ñîïðîòèâëåíèå, è êðåñòüÿíå ïîâñåìåñòíî âîîðóæàþòñÿ. ß áîþñü, ÷òî â áëèæàéøåì âðåìåíè çäåñü âñïûõíåò âîññòàíèå.;;x
evt_lordspiritual_401_option_a;My liege will not like this...;;;;;;;;;;;Ìîåìó ñþçåðåíó ýòî íå ïîíðàâèòñÿ...;;x
evt_lordspiritual_402_desc_a;News of unrest in [From.Location.GetName]! The [Root.GetLordSpiritualName] of [From.Liege.PrimaryTitle.GetName] has been trying to root out heresy and convert the population, but the peasants have been resisting and are now arming themselves.;;;;;;;;;;;Íîâîñòè î âîëíåíèÿõ â îêðóãå [From.Location.GetName]! [From.Liege.PrimaryTitle.GetAdjective]ñêèé [Root.GetLordSpiritualName], ïûòàÿñü èñêîðåíèòü åðåñü è îáðàòèòü íàñåëåíèå â èñòèííóþ âåðó, äîâîäèò ìåñòíîå íàñåëåíèå äî áóíòà è òåïåðü îíè âîîðóæàþòñÿ.;;x
evt_lordspiritual_402_option_a;Most worrisome...;;;;;;;;;;;Î÷åíü òðåâîæíî...;;x
evt_lordspiritual_403_desc_a;My liege, I write to you with bad news from [From.Location.GetName]. My efforts to root out heresy and convert the population have met with resistance, and the peasants are arming themselves. I fear we might have a revolt on our hands here soon.\n\nYour humble [Root.GetLordSpiritualName],\n[From.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], âûíóæäåí[From.GetEndA] îãîð÷èòü Âàñ ïëîõèìè íîâîñòÿìè ïî ïîâîäó îêðóãà [From.Location.GetName]. Ìîè ïîïûòêè èñêîðåíèòü åðåñü è îáðàòèòü íàñåëåíèå â èñòèííóþ âåðó âñòðåòèëè ñîïðîòèâëåíèå. Òåïåðü êðåñòüÿíå âîîðóæàþòñÿ. ß áîþñü, ÷òî èç-çà íàøèõ äåéñòâèé çäåñü ñêîðî íà÷í¸òñÿ âîññòàíèå.\n[Root.GetLordSpiritualName] [From.GetFirstName];;x
evt_lordspiritual_403_option_a;These troublesome peasants...;;;;;;;;;;;Ýòî ïðîáëåìû êðåñòüÿí...;;x
# Start event chains continuing in religious_events.txt
EVTDESC39650;You have arrived at [Root.Location.GetName] to convert the local populace to the true faith.;;;;;;;;;;;Âû ïðèáûëè â îêðóã [Root.Location.GetName] äàáû îáðàòèòü ìåñòíîå íàñåëåíèå â èñòèííóþ âåðó.;;x
EVTOPTA39650;Embrace [Root.Religion.GetRandomGodName] before it is too late, heathens!;;;;;;;;;;;Ïðèìèòå [Root.GetReligionFullName] ïîêà íå ïîçäíî, íåâåæäû!;;x
EVTDESC39651;You have seen the local pagan lord paying special attention to your sermons lately. Could a conversion be at hand?;;;;;;;;;;;Âû îáðàòèëè âíèìàíèå, ÷òî ìåñòíûé ëîðä-ÿçû÷íèê â ïîñëåäíåå âðåìÿ ïðèñëóøèâàåòñÿ ê Âàøèì ïðîïîâåäÿì. Áëèçèòñÿ ëè îáðàùåíèå?;;x
EVTOPTA39651;Let us pray it is so...;;;;;;;;;;;Ïîìîëèìñÿ, ÷òîáû ýòî áûëî òàê...;;x
EVTDESC39652;Through your efforts, you have managed to convert one of the local pagan lord's courtiers to the true faith. Surely this is an important stepping stone on the way to salvation for all of [Root.Location.GetName]!;;;;;;;;;;;Âàøèìè óñèëèÿìè îäèí èç ïðèäâîðíûõ ìåñòíîãî ëîðäà-ÿçû÷íèêà îáðàòèëñÿ â èñòèííóþ âåðó. Íåñîìíåííî, ýòî âàæíûé øàã íà ïóòè ñïàñåíèÿ âñåõ â îêðóãå [Root.Location.GetName]!;;x
EVTOPTA39652;Praised be [Root.Religion.GetRandomGodName]!;;;;;;;;;;;Ñëàâüñÿ [Root.Religion.GetRandomGodName]!;;x
EVTDESC39653;You come to blows with another cleric who has also come to [Root.Location.GetName] to convert the people to his own faith!;;;;;;;;;;;Âû ñõâàòèëèñü ñ äðóãèì ñâÿùåííèêîì, òàêæå ïðèáûâøèì â îêðóã [Root.Location.GetName] äëÿ îáðàùåíèÿ ëþäåé â ñâîþ âåðó!;;x
EVTOPTA39653;Not in the face!;;;;;;;;;;;Íå ïî ëèöó!;;x
# The Lord Spiritual improves relations between the liege and a bishop
evt_lordspiritual_501_title;Improved Relations with [Root.Religion.GetPriestTitle];;;;;;;;;;;Cîäåéñòâîâàòü óëó÷øåíèþ îòíîøåíèé;;x
evt_lordspiritual_501_desc_a;During my stay at the court of a local bishop in [Root.Location.GetName] I have done my utmost to present my liege in a more favourable light and have him recognized as the benevolent ruler and pious [Root.Liege.Religion.GetName] [Root.Liege.GetSheHe] is.;;;;;;;;;;;Âî âðåìÿ ìîåãî ïðåáûâàíèÿ ïðè äâîðå [Root.Location.County.GetAdjective]ñêîãî åïèñêîïà, ÿ ñäåëàë âñ¸ âîçìîæíîå, ÷òîáû ïðåäñòàâèòü ìîåãî ñþçåðåíà â áîëåå âûãîäíîì ñâåòå, è ïóñòü [Root.Liege.GetSheHe] ïðèçíàþò äîáðîæåëàòåëüíûì è áëàãî÷åñòèâûì ïðàâèòåëåì [Root.Liege.GetReligionFullName].;;x
evt_lordspiritual_501_option_a;It seems as I have succeeded!;;;;;;;;;;;Êàæåòñÿ, ìíå óäàëîñü!;;x
# Inform the bishop
evt_lordspiritual_502_desc_a;During [From.GetHerHis] visit to my court, the [From.GetJobTitle] of [From.Host.PrimaryTitle.GetName], [From.GetTitledName], has really convinced me of what a benevolent and pious ruler [From.GetHerHis] liege [From.Host.GetTitledName] is.;;;;;;;;;;;Âî âðåìÿ ïîñåùåíèÿ ìîåãî äâîðà [From.GetTitledFirstName], [From.GetJobTitle] [From.Host.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà, óáåäèë[From.GetEndA] ìåíÿ, ÷òî [From.Host.GetTitledFirstName] - äîáðîæåëàòåëüíûé è áëàãî÷åñòèâûé ïðàâèòåëü.;;x
evt_lordspiritual_502_option_a;I feel a new appreciation for [From.Host.GetTitledName]!;;;;;;;;;;;Òåïåðü ÿ ýòî ïîíèìàþ.;;x
# The liege is informed of the success
evt_lordspiritual_503_desc_a;My liege, my mission to [FromFrom.Location.GetName] has so far been a success! During my visit to the court of [From.GetBestName], I seem to have managed to make [From.GetHerHim] understand what a benevolent and pious ruler you really are and [From.GetSheHe] sends [From.GetHerHis] regards.\n\nYour humble [Root.GetLordSpiritualName],\n[Root.job_spiritual.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], ìîÿ ìèññèÿ â îêðóãå [FromFrom.Location.GetName] äî ñèõ ïîð óñïåøíà! Âî âðåìÿ ïîñåùåíèÿ äâîðà, êîòîðûé ñîäåðæèò [From.GetBestName], ìíå, êàæåòñÿ, óäàëîñü çàñòàâèòü [From.GetHersHis] ïîíÿòü, êàêèì äîáðîæåëàòåëüí[Root.GetOyYm] è áëàãî÷åñòèâ[Root.GetOyYm] ïðàâèòåë[Root.GetSoftNitseyEm] Âû ÿâëÿåòåñü íà ñàìîì äåëå, [From.GetSheHe] øë¸ò Âàì ñâîé ïîêëîí.\n[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName];;x
# The Lord Spiritual attempts to sabotage the relations of a subject priest towards the official head of the religion
evt_lordspiritual_601_title;Decreased Relation Between [Root.Religion.GetPriestTitle] and Spiritual Leader;;;;;;;;;;;Cîêðàùåíèå ñâÿçè ìåæäó ñâÿùåííèêîì è äóõîâíûì ãëàâîé.;;x
evt_lordspiritual_601_desc_a;Filling his ears with poisonous slander and evil rumors about his [Root.Religion.GetName] leader, I did my best to sabotage the relationship between the bishop and his spiritual leader.;;;;;;;;;;;Çàïîëíèâ åãî óøè ÿäîâèòîé êëåâåòîé è çëûìè ñëóõàìè î åãî ðåëèãèîçíîì ëèäåðå, ÿ ñäåëàë[Root.GetEndA] âñ¸ âîçìîæíîå, ÷òîáû ñàáîòèðîâàòü îòíîøåíèÿ ìåæäó åïèñêîïîì è åãî äóõîâíûì ãëàâîé.;;x
evt_lordspiritual_601_option_a;This should please my liege!;;;;;;;;;;;Ýòî ïîðàäóåò ìîåãî ñþçåðåíà!;;x
# Inform the bishop
evt_lordspiritual_602_desc_a;During [From.GetHerHis] visit to my court, the [From.GetJobTitle] of [From.Host.PrimaryTitle.GetName], [From.GetTitledName], has told me many disturbing news about our religious leader. I feel like a veil has been lifted from my eyes;;;;;;;;;;;Âî âðåìÿ ïîñåùåíèÿ ìîåãî äâîðà [From.GetTitledFirstName], [From.GetJobTitle] [From.Host.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà, ðàññêàçàë[From.GetEndA] ìíå ìíîãî íåïðèÿòíûõ íîâîñòåé î íàøèõ ðåëèãèîçíûõ ëèäåðàõ. ß ÷óâñòâóþ, áóäòî ïåëåíà ñïàëà ñ ìîèõ ãëàç.;;x
evt_lordspiritual_602_option_a;How can I trust him again?;;;;;;;;;;;ß áîëüøå íå ìîãó èì äîâåðÿòü.;;x
# The liege is informed of the success
evt_lordspiritual_603_desc_a;My liege, I have good news from my mission to [From.Location.GetName]! During my visit to the court of [From.GetBestName], I have filled [From.GetHerHis] ears with poisonous slander and evil rumors about [From.GetHerHis] spiritual leader. Their relation has been thoroughly sabotaged and I foresee that it is going to be anything but good from now on.\n\nYour humble [Root.GetLordSpiritualName],\n[Root.job_spiritual.GetTitledName];;;;;;;;;;;[Root.PrimaryTitle.GetFOA], ó ìåíÿ õîðîøèå íîâîñòè î ìî¸ì çàäàíèè â îêðóãå [From.Location.GetName]. Âî âðåìÿ ïîñåùåíèÿ äâîðà, êîòîðûé ñîäåðæèò [From.GetBestName], ÿ íàïîëíèë[Root.job_spiritual.GetEndA] [From.GetHersHis] óøè îòâðàòèòåëüíîé êëåâåòîé è óæàñíûìè ñëóõàìè î äóõîâíîì ëèäåðå. Èõ îòíîøåíèÿ áûëè îñíîâàòåëüíî ïîäïîð÷åíû è ÿ ïðåäâèæó, ÷òî òåïåðü äëÿ íàñ âñ¸ äîëæíî ñëîæèòüñÿ çàìå÷àòåëüíî.\n[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName];;x
# A Great Inventor offers his help: Random Culture Tech increases
evt_lordspiritual_701_title;A Great Philosopher;;;;;;;;;;;Båëèêèé ôèëîñîô;;x
