#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
EVTNAME107000;Learning Scenario;;;;;;;;;;;Oáó÷àþùèé ñöåíàðèé;;x
EVTDESC107001;You will play as a succession of characters from the same Dynasty, down the ages. In this Learning Scenario, you will be safe from attack and internal strife until your ruler turns 40 years old. When this happens, [Root.GetFirstName] will die (normally though, characters die of old age, disease or violence) and the Learning Scenario will end. When [Root.GetSubjectPronoun] dies, you can keep playing a normal game as [Root.GetPossPronoun] Heir. Feel free to navigate through the game as you wish, but note that if you do not follow the Learning Scenario instructions you might miss out on further help.;;;;;;;;;;;Âû áóäåòå èãðàòü ïðàâèòåëÿìè îäíîé äèíàñòèè, ïåðåäàþùèìè âëàñòü ñëåäóþùèì ñâîèì ïðååìíèêàì íà ïðîòÿæåíèè âåêîâ. Â ýòîì îáó÷àþùåì ñöåíàðèè Âàì íå ãðîçÿò âíåøíèå è âíóòðåííèå âðàãè äî òåõ ïîð, ïîêà ïðàâèòåëþ íå èñïîëíèòñÿ 40 ëåò. Êîãäà ýòî ïðîèçîéä¸ò, [Root.GetFirstName] óìð¸ò è ñöåíàðèé çàêîí÷èòñÿ, à Âû ñìîæåòå ïðîäîëæèòü èãðàòü [Root.GetAbsPossPronoun] íàñëåäíèêîì. Íå ñòåñíÿéòåñü èçó÷àòü èãðó, ïîëüçóÿñü ýëåìåíòàìè èíòåðôåéñà, íî ó÷òèòå, èãíîðèðîâàíèå èíñòðóêöèé îáó÷àþùåãî ñöåíàðèÿ ìîæåò ëèøèòü Âàñ ïîäñêàçîê.;;x
EVTDESC107002;The main currencies in this game are your Wealth, Prestige and Piety. Wealth is of course the monetary currency (you can call it 'gold' if you like), and increases primarily through taxation. Prestige is a measure of your success and prestige as a ruler, and your Piety shows how respected you are by the clergy. The Prestige and Piety of all your characters will be added to your score, determining your final rank when the game ends.;;;;;;;;;;;"Îñíîâíûìè âàëþòàìè â ýòîé èãðå ÿâëÿþòñÿ Âàøå áîãàòñòâî, ïðåñòèæ è áëàãî÷åñòèå. Áîãàòñòâî – ýòî åñòåñòâåííî äåíüãè (ìîæåòå íàçûâàòü åãî ""çîëîòîì"", åñëè õîòèòå), è îíî ðàñò¸ò â ïåðâóþ î÷åðåäü çà ñ÷¸ò íàëîãîâ. Ïðåñòèæ – ìåðèëî Âàøåãî óñïåõà êàê ïðàâèòåëÿ, à Âàøå áëàãî÷åñòèå ïîêàçûâàåò, íàñêîëüêî Âàñ óâàæàåò äóõîâåíñòâî. Ïðåñòèæ è áëàãî÷åñòèå âñåõ Âàøèõ ïåðñîíàæåé äîáàâëÿþòñÿ ê Âàøåìó ñ÷¸òó, ÷òîáû îïðåäåëèòü èòîãîâûé ðàíã â êîíöå èãðû.";;x
EVTDESC107003;During the Learning Scenario, you will get messages like this to help you to figure out what you can do next. You are, however, free to click around and do things on your own. Whenever you run out of things to do, it might be helpful to check out the Alerts that appear at the top of the screen.;;;;;;;;;;;Íà ïðîòÿæåíèè îáó÷àþùåãî ñöåíàðèÿ Âû áóäåòå ïîëó÷àòü ñîîáùåíèÿ, ïîäîáíûå ýòèì, êîòîðûå ïîìîãóò Âàì ïîíÿòü, ÷òî ñëåäóåò äåëàòü äàëüøå. Âïðî÷åì, Âû ìîæåòå äåéñòâîâàòü ñâîáîäíî è çàíèìàòüñÿ äåëàìè ïî ñâîåìó óñìîòðåíèþ. Êîãäà Âû çàêîí÷èòå ñâîè äåëà, òî ïîëåçíî áóäåò ïðîâåðèòü ïðåäóïðåæäåíèÿ ââåðõó ýêðàíà.;;x
EVTDESC107004;Depending on what you are currently doing, there are several Map Modes to suit your needs. The default Map Mode is the Terrain Map Mode. Another helpful map mode is the Independent Realms Map Mode, showing the borders of the different Realms in the world. Feel free to check out the different Map Modes in the lower right corner to see what they show.;;;;;;;;;;;Â çàâèñèìîñòè îò òîãî, ÷åì Âû ñåé÷àñ çàíÿòû, ñóùåñòâóþò ðàçëè÷íûå ðåæèìû êàðòû. Ðåæèì êàðòû ïî óìîë÷àíèþ ïîêàçûâàåò êàðòó ìåñòíîñòè. Åù¸ îäèí ïîëåçíûé ðåæèì êàðòû – êàðòà íåçàâèñèìûõ ãîñóäàðñòâ, îíà îòîáðàæàåò ãðàíèöû ìåæäó ðàçëè÷íûìè ñòðàíàìè â ìèðå. Âû ìîæåòå ïðîâåðèòü ðàçëè÷íûå ðåæèìû êàðòû â ïðàâîì íèæíåì óãëó, ÷òîáû óâèäåòü, ÷òî îíè ïîêàçûâàþò.;;x
EVTDESC107005;This is you, up in the left corner. Clicking the Portrait will give you more information about [Root.GetTitledFirstName] and his family. You can also click on the Crest next to the portrait to get information about your Country.\n\nClick the Portrait to find out more about your Ruler and his family. Note that you are currently unmarried and your Heir is your brother, the King of Castille. Should you die at this point, you can keep playing as him since he is of your Dynasty. Yes, that means he would inherit León and be king of two Kingdoms...;;;;;;;;;;;Ýòî Âû, [Root.GetTitledFirstName], â ëåâîì âåðõíåì óãëó ýêðàíà. Íàæàòèå íà ïîðòðåò äàñò Âàì áîëüøå èíôîðìàöèè î êîðîëå è åãî ñåìüå. Âû òàêæå ìîæåòå íàæàòü íà ãåðá ðÿäîì ñ ïîðòðåòîì, ÷òîáû óçíàòü áîëüøå î Âàøåé ñòðàíå.\nÍàæìèòå íà ïîðòðåò, ÷òîáû óçíàòü áîëüøå î Âàøåì ïðàâèòåëå è åãî ñåìüå. Îáðàòèòå âíèìàíèå, ÷òî ñåé÷àñ Âû íå æåíàòû, à Âàøèì íàñëåäíèêîì ÿâëÿåòñÿ Âàø áðàò, êîðîëü Êàñòèëèè. Åñëè Âû óìð¸òå ñåé÷àñ, òî ñìîæåòå ïðîäîëæèòü èãðàòü çà íåãî, òàê êàê îí èç Âàøåé äèíàñòèè. Äà, ýòî çíà÷èò, ÷òî îí óíàñëåäóåò Ëåîí è áóäåò ïðàâèòü äâóìÿ êîðîëåâñòâàìè...;;x
EVTDESC107006;In the same screen, you can also see your Attributes and Traits, which represent your skills and personality.\n\nCharacters can also have an Ambition, which represents their current short term goal. Whenever an Ambition is fulfilled the character will get a reward, such as a Prestige or Piety bonus. Click on the 'Choose an Ambition'-button, look at your Ambitions and choose one.;;;;;;;;;;;"Íà ýòîì æå ýêðàíå Âû ìîæåòå âèäåòü àòðèáóòû è ÷åðòû õàðàêòåðà, êîòîðûå îòðàæàþò Âàøè íàâûêè è ëè÷íûå êà÷åñòâà.\nÏåðñîíàæè òàêæå ìîãóò èìåòü àìáèöèþ, êîòîðàÿ ïîêàçûâàåò èõ êðàòêîñðî÷íûå öåëè. Êîãäà àìáèöèÿ áóäåò óäîâëåòâîðåíà, ïåðñîíàæ ïîëó÷èò íàãðàäó, íàïðèìåð ïðèáàâêó ê ïðåñòèæó èëè áëàãî÷åñòèþ. Êëèêíèòå íà êíîïêó ""Âûáðàòü àìáèöèþ"" è âûáåðèòå ëþáóþ èç íèõ.";;x
EVTDESC107007;Although you do have a valid Heir of your Dynasty (your brother), having children of your own will ensure that there is a next generation of successors. Besides, your brother might die before you do. As soon as you have a son, he will be your new Heir. To produce legitimate children you need to get married! The Arrange Marriage view, found by clicking on your portrait, is a good tool for finding suitable spouses (it's the button with the two golden rings). You can also use the Character Browser in the bottom right corner of the screen to find more characters.;;;;;;;;;;;"Õîòÿ ó Âàñ óæå åñòü çàêîííûé íàñëåäíèê èç Âàøåé äèíàñòèè (Âàø áðàò), íàëè÷èå ñîáñòâåííûõ äåòåé ãàðàíòèðóåò ïðååìñòâåííîñòü ïîêîëåíèé. Êðîìå òîãî, Âàø áðàò ìîæåò óìåðåòü ðàíüøå Âàñ. Êàê òîëüêî ó Âàñ ïîÿâèòñÿ ñûí, îí ñòàíåò Âàøèì íîâûì íàñëåäíèêîì. ×òîáû èìåòü çàêîííûõ äåòåé Âû äîëæíû âñòóïèòü â áðàê! Íàæìèòå íà ñâîé ïîðòðåò è âûáåðèòå ""âñòóïèòü â áðàê"" (èëè êíîïêó ñ äâóìÿ çîëîòûìè êîëüöàìè), ýòî õîðîøèé ñïîñîá íàéòè ïîäõîäÿùóþ ñóïðóãó. Âû òàêæå ìîæåòå èñïîëüçîâàòü ïîèñê ïåðñîíàæåé, ðàñïîëîæåííûé â ïðàâîì íèæíåì óãëó ýêðàíà, ÷òîáû íàéòè áîëüøå ïåðñîíàæåé.";;x
EVTDESC107008;When looking at potential spouses, there are a few things you should keep in mind: First, your spouse's Attributes will boost your own, so a skilled spouse is preferable. Secondly, marriages are the only way to secure Alliances in the game, so try to marry into the close family of rulers you want to ally. Third, you cannot marry children, but you can betroth them (though that will not yield any Attribute boost.) Right now it would be wise to marry a healthy adult woman of childbearing age.;;;;;;;;;;;Â ïîèñêå êàíäèäàòà äëÿ áðàêà íåîáõîäèìî ó÷èòûâàòü íåêîòîðûå âåùè. Âî-ïåðâûõ, àòðèáóòû Âàøåé ñóïðóãè (èëè ñóïðóãà) óâåëè÷èâàþò ýôôåêò Âàøèõ ñîáñòâåííûõ, ïîýòîìó, ÷åì îíè Âûøå, òåì ïðåäïî÷òèòåëüíåå êàíäèäàò. Âî-âòîðûõ, ñâàäüáà – åäèíñòâåííûé ïóòü çàêëþ÷åíèÿ ñîþçîâ â èãðå, ïîýòîìó ïûòàéòåñü ïîðîäíèòüñÿ ñ ïðàâèòåëÿìè, êîòîðûõ Âû õîòèòå âèäåòü â êà÷åñòâå ñîþçíèêîâ. Â-òðåòüèõ, Âû íå ìîæåòå âñòóïèòü â áðàê ñ ðåá¸íêîì, íî ìîæåòå îðãàíèçîâàòü ïîìîëâêó (õîòÿ ýòî íå âëèÿåò íà àòðèáóòû). Ñåé÷àñ Âàì íóæíà çäîðîâàÿ âçðîñëàÿ æåíùèíà äåòîðîäíîãî âîçðàñòà.;;x
EVTDESC107009;When you have found a good character to marry, right-click on their portrait to open the Diplomacy Menu. Here you may ask the Liege of your intended about the possibility of arranging a marriage. The Diplomacy Menu is the main way to interact with other characters. Go ahead and arrange the marriage!;;;;;;;;;;;Êîãäà ïîäáåðåòå õîðîøóþ êàíäèäàòêó äëÿ áðàêà, êëèêíèòå ïðàâîé êíîïêîé ìûøè ïî ïîðòðåòó, ÷òîáû îòêðûòü ìåíþ äèïëîìàòèè. Çäåñü Âû ìîæåòå ïîïðîñèòü ñþçåðåíà ïðåäïîëãàåìîé áóäóùåé æåíû î ðàçðåøåíèè íà áðàê. Äèïëîìàòè÷åñêîå ìåíþ - ãëàâíûé ñïîñîá âçàèìîäåéñòâèÿ ñ äðóãèìè ïåðñîíàæàìè. À òåïåðü çàêëþ÷èòå áðàê.;;x
EVTDESC107100;Congratulations on your marriage! While Alfonso is busy trying to get [Root.Spouse.GetFirstName] with child, you might want to select a new, family oriented Ambition.;;;;;;;;;;;Ïîçäðàâëÿåì Âàñ ñî ñâàäüáîé! Ïîêà Àëüôîíñî òðóäèòñÿ íàä òåì, ÷òîáû [Root.Spouse.GetFirstName] çàáåðåìåíåëà, Âû ìîæåòå âûáðàòü íîâóþ ñåìåéíóþ àìáèöèþ.;;x
EVTDESC107101;Your Realm consists of a number of Counties (the provinces on the map). Each County contains at least one Holding (Castle, City or Temple). By clicking on a County you can see - among other things - its Holdings. The Holdings held by you personally are collectively called your Demesne. Unfortunately, there is a limit to how many Holdings you can control directly. This value is shown in the top bar. If you have more Holdings than your limit, you will start to suffer serious penalties...;;;;;;;;;;;Âàøå êîðîëåâñòâî ñîñòîèò èç íåñêîëüêèõ ãðàôñòâ (ìåëêèå îáëàñòè íà êàðòå). Êàæäîå ãðàôñòâî (îêðóã) âêëþ÷àåò â ñåáÿ, ïî ìåíüøåé ìåðå, îäíî ïîñåëåíèå (âëàäåíèå) - çàìîê, ãîðîä èëè ìîíàñòûðü. Íàæàâ íà ãðàôñòâî, â ÷èñëå ïðî÷åãî ìîæíî óâèäåòü âëàäåíèÿ â íåì. Âëàäåíèÿ, ïðèíàäëåæàùèå Âàì ëè÷íî, â ñîâîêóïíîñòè ñîñòàâëÿþò âîò÷èíó (ëè÷íûé äîìåí). Ê ñîæàëåíèþ, ñóùåñòâóåò ïðåäåë âëàäåíèé, êîòîðûìè Âû ìîæåòå óïðàâëÿòü ñàìè. Îíî ïîêàçàíî ââåðõó ýêðàíà. Åñëè Âû èìååòå áîëüøå âëàäåíèé, ÷åì ðàçðåøåíî, ýòî îáåðí¸òñÿ äëÿ Âàñ ñåðü¸çíûìè øòðàôàìè...;;x
EVTDESC107102;The Demesne Limit is the reason you need Vassals! You can control more Holdings than your Demesne Limit allows indirectly through your Vassals. Your Vassals will give a part of their troop Levies and Taxes to you. There is a limit to how many Vassals you can have as well, which is why you might want to have fewer - but more powerful - Vassals. Vassals can also have Vassals, and so on. Vassals of the lowest rank (below Count, with a copper portrait frame) are not counted towards the Vassal Limit.;;;;;;;;;;;Ïðåäåë âëàäåíèé – ýòî ïðè÷èíà, ïî êîòîðîé Âû íóæäàåòåñü â âàññàëàõ! ×åðåç íèõ Âû ìîæåòå êîíòðîëèðîâàòü áîëüøå âëàäåíèé, ÷åì ïîçâîëÿåò ïðåäåë. Âàøè âàññàëû ïðåäîñòàâëÿþò Âàì ÷àñòü ñâîåãî îïîë÷åíèÿ è äîõîäîâ. Ñóùåñòâóåò îãðàíè÷åíèå íà êîëè÷åñòâî âàññàëîâ, êîòîðûõ Âû ìîæåòå èìåòü, ïî ýòîé ïðè÷èíå ó Âàñ ìîæåò áûòü ìåíüøå âàññàëîâ, íî áîëåå ìîãóùåñòâåííûõ. Âàññàëû ìîãóò èìåòü ñâîèõ âàññàëîâ è òàê äàëåå. Âàññàëû íèçøåãî ðàíãà (íèæå, ÷åì ãðàô) íå ó÷èòûâàþòñÿ â ðàñ÷¸òå âàññàëüíîãî ëèìèòà.;;x
EVTDESC107103;You need to keep your Vassals happy, because their Opinion of you controls how much Tax and Levies they will give you. If they dislike you enough, they might even join rebellious Factions, which can lead to civil wars. Bishops (priestly vassals) who like the Pope more than you will actually send their Taxes to him instead! Opinions are represented by a number ranging from -100 to 100, and you can see exactly why they feel the way they do by hovering over the number.;;;;;;;;;;;Âàøè âàññàëû äîëæíû áûòü Âàìè äîâîëüíû, ïîòîìó ÷òî èõ ìíåíèå î Âàñ îïðåäåëÿåò òî, ñêîëüêî íàëîãîâ è îïîë÷åíèÿ îíè Âàì çàõîòÿò ïðåäîñòàâèòü. Åñëè îíè ñîâñåì Âàñ íå ëþáÿò, òî ìîãóò äàæå ïðèñîåäèíèòüñÿ ê ìÿòåæíûì ôðàêöèÿì, ÷òî ñïðîâîöèðóåò ãðàæäàíñêóþ âîéíó. Ñâÿùåííèêè (âàññàëüíîå äóõîâåíñòâî), êîòîðûå ëþáÿò Ïàïó áîëüøå, ÷åì Âàñ, ïëàòÿò íàëîãè åìó! Ìíåíèå Âàññàëîâ î Âàñ ìîæåò áûòü â äèàïàçîíå îò -100 äî 100, è Âû ìîæåòå òî÷íî óçíàòü, ïî÷åìó îíè òàê ê Âàì îòíîñÿòñÿ, ïîäâåäÿ êóðñîð ê çíà÷åíèþ.;;x
EVTDESC107104;You currently have one unhappy Vassal. You can find this Vassal by clicking on your portrait and open the 'Vassals' tab. Try to increase the Opinion of this Vassal to a positive number. You can increase the Opinion of your Vassals towards you in several ways, for example by giving them more land (but do try to hold as much land as your Demesne Limit allows!). You can also give them an Honorary Title, or send them a gift. All this can be done in the Diplomacy Menu.;;;;;;;;;;;"Â íàñòîÿùåå âðåìÿ ó Âàñ åñòü îäèí íåäîâîëüíûé âàññàë. Âû ìîæåòå íàéòè åãî, êëèêíóâ ïî ñâîåìó ïîðòðåòó è îòêðûâ âêëàäêó ""Âàññàëû"". Ïîïûòàéòåñü óëó÷øèòü ìíåíèå ýòîãî âàññàëà î Âàñ äî ïîëîæèòåëüíîãî çíà÷åíèÿ. Ìíåíèå âàññàëîâ ìîæíî óëó÷øèòü íåñêîëüêèìè ïóòÿìè, íàïðèìåð, äàòü èì áîëüøå çåìåëü (íî ñòàðàéòåñü óäåðæèâàòü çà ñîáîé ñòîëüêî âëàäåíèé, ñêîëüêî ïîçâîëÿåò Âàì ïðåäåë âëàäåíèé). Òàêæå Âû ìîæåòå ïîæàëîâàòü èì ïî÷¸òíûé òèòóë èëè îòïðàâèòü ïîäàðîê. Âñ¸ ýòî ìîæíî ñäåëàòü â îêíå äèïëîìàòèè.";;x
EVTDESC107202;Oh dear, it seems the ungrateful peasants of Salamanca have revolted against you! To deal with the Revolt, you need to raise your Levies. If you go to the Military View you will see the buttons that allow you to raise your Personal Levies and your Vassal Levies. By holding down Control when you click the button you will avoid raising levies in Counties with enemy troops.;;;;;;;;;;;Î, áîã ìîé, ïîõîæå, ÷òî íåáëàãîäàðíûå êðåñòüÿíå Ñàëàìàíêè âîññòàëè ïðîòèâ Âàñ! ×òîáû ïîäàâèòü âîññòàíèå, Âàì íåîáõîäèìî ñîáðàòü îïîë÷åíèå. Åñëè Âû îòêðîåòå îêíî âîéñêà, òî óâèäèòå êíîïêè, êîòîðûå ïîçâîëÿþò ñîáðàòü Âàøå ëè÷íîå îïîë÷åíèå è îïîë÷åíèå Âàøèõ âàññàëîâ. Óäåðæèâàÿ íàæàòûì Ctrl ïðè ñáîðå îïîë÷åíèÿ, Âû èçáåæèòå åãî ñîçûâà â ãðàôñòâàõ, â êîòîðûõ íàõîäÿòñÿ âðàæåñêèå âîéñêà.;;x
EVTDESC107203;To move your Armies around, simply click on their Shield to select them and then right click on the Province you want them to go to. You can also select several Armies by holding down your left mouse button and dragging the mouse to create a selection box. It is wise to gather your troops together before attacking the enemy.;;;;;;;;;;;×òîáû ïåðåìåñòèòü Âàøó àðìèþ, ïðîñòî íàæìèòå íà å¸ èçîáðàæåíèå, ÷òîáû âûáðàòü å¸, à çàòåì ïðàâîé êíîïêîé ìûøè íà îêðóã, â êîòîðûé Âû õîòèòå å¸ îòïðàâèòü. Âû òàêæå ìîæåòå âûáðàòü íåñêîëüêî àðìèé èç ðàçíûõ âëàäåíèé, óäåðæèâàÿ íàæàòîé ëåâóþ êíîïêó ìûøè è ïåðåìåùàÿ ìûøü, ÷òîáû ñîçäàòü îêíî âûäåëåíèÿ. Èìååò ñìûñë ñîáðàòü ñâîè âîéñêà âìåñòå ïðåæäå, ÷åì àòàêîâàòü âðàãà.;;x
EVTDESC107204;When you have moved all your Armies to the same Province, select them all (by click-and-drag) and then click the Merge Troops button in the Army window to merge them into a single Army. You can also assign and change the Leaders of your Army by clicking on the name bar above each flank. Leaders can help you win battles, but there is always the risk of them getting injured or even killed.;;;;;;;;;;;"Êîãäà Âû ñîáðàëè âñå Âàøè àðìèè â îäíîì îêðóãå, âûáåðèòå èõ (íàæàâ è âûäåëèâ), à çàòåì íàæìèòå êíîïêó ""Îáúåäèíèòü âîéñêà"" â îêíå àðìèè, ÷òîáû ñîáðàòü èõ â åäèíîå âîéñêî. Âû òàêæå ìîæåòå íàçíà÷àòü è èçìåíÿòü êîìàíäóþùèõ Âàøåé àðìèåé, íàæàâ ïî ïàíåëè èìåíè âûøå êàæäîãî ôëàíãà. Êîìàíäèðû ìîãóò ïîìî÷ü Âàì âûèãðàòü áèòâó, íî òàêæå âñåãäà åñòü ðèñê, ÷òî îíè ïîëó÷àò óâå÷üå èëè äàæå ïîãèáíóò.";;x
EVTDESC107205;When attacking across a Strait or River, you will get a penalty for that fight. Click on a Province and hover over the River Icon (if any) to see on which border the Rivers and Straits are. Note that if the target Province is under siege, you will need to toggle from Siege View to Province View. Go ahead and crush the peasant rabble!;;;;;;;;;;;"Êîãäà Âû àòàêóåòå, ôîðñèðîâàâ ðåêó èëè ïåðåïðàâèâøèñü ÷åðåç ïðîëèâ, Âû ïîëó÷àåòå øòðàô â áîþ. Íàæìèòå íà îêðóã è ïîäâåäèòå êóðñîð ìûøè ê èêîíêå ðåêè (åñëè òàêîâàÿ èìååòñÿ), ÷òîáû óâèäåòü, ñ êàêèìè ðåêàìè è ïðîëèâàìè îíà ãðàíè÷èò. Çàìåòèì, ÷òî åñëè öåëåâîé îêðóã íàõîäèòñÿ ïîä îñàäîé, Âàì íóæíî ïåðåêëþ÷èòü ""Îêíî îñàäû"" íà ""Îêíî îêðóãà"". À òåïåðü èäèòå è ðàçäàâèòå ýòîò êðåñòüÿíñêèé ñáðîä!";;x
