monastic_order_benedictine;[GetBenedictineSocietyName];;;;;;;;;;;[This.GetBenedictineSocietyName];;x
monastic_order_buddhist_desc;[GetSavakaSanghaSocietyDesc];;;;;;;;;;;[GetSavakaSanghaSocietyDesc];;x
monastic_order_buddhist_desc_random;Members of [buddhist.GetName] monasteries are expected to follow a strict set of rules aiming to attain enlightenment through a simple and meditative life. Foreswearing all physical property except the bare necessities.;;;;;;;;;;;×ëåíû [buddhist.GetName]ñêèõ ìîíàñòûðåé äîëæíû ñëåäîâàòü ñòðîãîìó íàáîðó ïðàâèë, íàïðàâëåííîìó íà äîñòèæåíèå ïðîñâåòëåíèÿ, âåäÿ ïðîñòóþ æèçíü è ìåäèòèðóÿ, îòðåøèâøèñü îò âñåõ ìàòåðèàëüíûõ áëàã, êðîìå ñàìûõ íåîáõîäèìûõ âåùåé.;;x
monastic_order_buddhist_desc_real;Members of Buddhist monasteries are expected to follow a strict set of rules aiming to attain Nirvana through a simple and meditative life. Foreswearing all physical property except the bare necessities Bhikkus vow to live only of what others give them.;;;;;;;;;;;×ëåíû áóääèñòêèõ ìîíàñòûðåé äîëæíû ñëåäîâàòü ñòðîãîìó íàáîðó ïðàâèë, íàïðàâëåííîìó íà äîñòèæåíèå Íèðâàíû, âåäÿ ïðîñòóþ æèçíü è ìåäèòèðóÿ. Îòðåøèâøèñü îò âñåõ ìàòåðèàëüíûõ áëàã, êðîìå ñàìûõ íåîáõîäèìûõ âåùåé, Áõèêêóñ ïîêëÿëñÿ æèòü òîëüêî íà òî, ÷òî äàþò äðóãèå.;;x
monastic_order_buddhist_random;The Ardent Followers;;;;;;;;;;;Íåóìîëèìûå;;x
monastic_order_buddhist_real;The Savaka-Sangha;;;;;;;;;;;Ñàâàêà-Ñàíãõà;;x
monastic_order_buddhist_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[GetSocietyLeaderDesc];;x
monastic_order_buddhist_rank_1_female;Sotapanna;;;;;;;;;;;Ñîòàïàííà;;x
monastic_order_buddhist_rank_1_male;Sotapanna;;;;;;;;;;;Ñîòàïàííà;;x
monastic_order_buddhist_rank_2_female;Sakadagami;;;;;;;;;;;Ñàêàäàãàìè;;x
monastic_order_buddhist_rank_2_male;Sakadagami;;;;;;;;;;;Ñàêàäàãàìè;;x
monastic_order_buddhist_rank_3_female;Anagami;;;;;;;;;;;Àíàãàìè;;x
monastic_order_buddhist_rank_3_male;Anagami;;;;;;;;;;;Àíàãàìè;;x
monastic_order_buddhist_rank_4_female;Arhat;;;;;;;;;;;Àðõàò;;x
monastic_order_buddhist_rank_4_male;Arahnat;;;;;;;;;;;Àðõàò;;x
monastic_order_dominican;[GetDominicanSocietyName];;;;;;;;;;;[This.GetDominicanSocietyName];;x
monastic_order_dominican_desc;[GetDominicanSocietyDesc];;;;;;;;;;;[GetDominicanSocietyDesc];;x
monastic_order_dominican_desc_random;The Inquisitors are able to listen to the confessions of any [christian.GetGroupName] – dressed in white and black, they lead the holy inquisition, charged with a mission to identify heretics. As a lay member of their Order you are expected to not pursue material wealth, but strive to be a seeker of truth.;;;;;;;;;;;Èíêâèçèòîðû ãîòîâû âûñëóøàòü èñïîâåäè ëþáîãî [christian.GetRelGroupNickGEN]. Îäåòûå â áåëîå è ÷¸ðíîå, îíè âåäóò ñâÿòóþ èíêâèçèöèþ, êîòîðîé ïîðó÷åíà ìèññèÿ ïî èñêîðåíåíèþ åðåòèêîâ. Êàê ÷ëåí ýòîãî îðäåíà Âû íå äîëæíû èñêàòü ìèðñêèå áëàãà, íî ñòðåìèòüñÿ ê ïîèñêó èñòèíû.;;x
monastic_order_dominican_desc_real;The Dominican Order are able to listen to the confessions of any Christian – dressed in white and black, they lead the holy inquisition, charged with a mission to identify heretics. As a lay member of their Order you are expected to not pursue material wealth, but strive to be a seeker of truth.;;;;;;;;;;;Îðäåí ñâÿòîãî Äîìèíèêà ãîòîâ âûñëóøàòü èñïîâåäè ëþáîãî õðèñòèàíèíà. Îäåòûå â áåëîå è ÷¸ðíîå, îíè âåäóò ñâÿòóþ èíêâèçèöèþ, êîòîðîé ïîðó÷åíà ìèññèÿ ïî èñêîðåíåíèþ åðåòèêîâ. Êàê ÷ëåí ýòîãî îðäåíà Âû íå äîëæíû èñêàòü ìèðñêèå áëàãà, íî ñòðåìèòüñÿ ê ïîèñêó èñòèíû.;;x
monastic_order_dominican_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[GetSocietyLeaderDesc];;x
monastic_order_dominican_random;The Inquisitors;;;;;;;;;;;Èíêâèçèòîðû;;x
monastic_order_dominican_real;The Dominican Order;;;;;;;;;;;Äîìèíèêàíöû;;x
monastic_order_dominican_rank_1_female;Donatus;;;;;;;;;;;Äîíàòà;;x
monastic_order_dominican_rank_1_male;Donatus;;;;;;;;;;;Äîíàò;;x
monastic_order_dominican_rank_2_female;Oblatus;;;;;;;;;;;Îáëàòà;;x
monastic_order_dominican_rank_2_male;Oblatus;;;;;;;;;;;Îáëàò;;x
monastic_order_dominican_rank_3_female;Commissus;;;;;;;;;;;Êîìèññà;;x
monastic_order_dominican_rank_3_male;Commissus;;;;;;;;;;;Êîìèññóñ;;x
monastic_order_dominican_rank_4_female;Conversus;;;;;;;;;;;Êîíâåðñà;;x
monastic_order_dominican_rank_4_male;Conversus;;;;;;;;;;;Êîíâåðñóñ;;x
monastic_order_hindu;[GetAdvaitaMathaSocietyName];;;;;;;;;;;[This.GetAdvaitaMathaSocietyName];;x
monastic_order_hindu_desc;[GetAdvaitaMathaSocietyDesc];;;;;;;;;;;[GetAdvaitaMathaSocietyDesc];;x
monastic_order_hindu_desc_random;The Monks of the [hindu.GetName] Mathas aim to be an integrative and supporting force in society. Monks can seek to achieve spiritual enlightenment through meditation and scriptural studies or through charity and participating in the local economy. The Mathas are honored and often patronized rulers.;;;;;;;;;;;Ìîíàõè [hindu.GetName]ñêîé ìàòû ñòðåìÿòñÿ áûòü îáúåäèíÿþùåé è ïîääåðæèâàþùåé ñèëîé â îáùåñòâå. Îíè ñòðåìÿòñÿ äîñòè÷ü äóõîâíîãî ïðîñâåòëåíèÿ ÷åðåç ìåäèòàöèþ è èçó÷åíèå Ñâÿùåííûõ Ïèñàíèé èëè ÷åðåç áëàãîòâîðèòåëüíîñòü è ïîääåðæêó ìåñòíîé ýêîíîìèêè. Ìàòû î÷åíü óâàæàåìû è ÷àñòî ïîêðîâèòåëüñòâóþò ïðàâèòåëÿìè.;;x
monastic_order_hindu_desc_real;The Monks of the Hindu Mathas aim to be an integrative and supporting force in society. Monks can seek to achieve spiritual enlightenment through meditation and scriptural studies or through charity and participating in the local economy. The Mathas are honored and often patronized by the rulers of India.;;;;;;;;;;;Ìîíàõè èíäóññêîé ìàòû ñòðåìÿòñÿ áûòü îáúåäèíÿþùåé è ïîääåðæèâàþùåé ñèëîé â îáùåñòâå. Îíè ñòðåìÿòñÿ äîñòè÷ü äóõîâíîãî ïðîñâåòëåíèÿ ÷åðåç ìåäèòàöèþ è èçó÷åíèå Ñâÿùåííûõ Ïèñàíèé èëè ÷åðåç áëàãîòâîðèòåëüíîñòü è ïîääåðæêó ìåñòíîé ýêîíîìèêè. Ìàòû î÷åíü óâàæàåìû è ÷àñòî ïîêðîâèòåëüñòâóþò ïðàâèòåëÿì Èíäèè.;;x
monastic_order_hindu_random;The Enlightened Fellowship;;;;;;;;;;;Ïðîñâÿù¸ííûå;;x
monastic_order_hindu_real;The Advaita Matha;;;;;;;;;;;Àäâàéòà Ìàòõà;;x
monastic_order_hindu_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[GetSocietyLeaderDesc];;x
monastic_order_hindu_rank_1_female;Chatra;;;;;;;;;;;×àòðà;;x
monastic_order_hindu_rank_1_male;Chatra;;;;;;;;;;;×àòðà;;x
monastic_order_hindu_rank_2_female;Pandit;;;;;;;;;;;Ïàíäèòêà;;x
monastic_order_hindu_rank_2_male;Pandit;;;;;;;;;;;Ïàíäèò;;x
monastic_order_hindu_rank_3_female;Guru;;;;;;;;;;;Ãóðó;;x
monastic_order_hindu_rank_3_male;Guru;;;;;;;;;;;Ãóðó;;x
monastic_order_hindu_rank_4_female;Acharya;;;;;;;;;;;À÷àðüÿ;;x
monastic_order_hindu_rank_4_male;Acharya;;;;;;;;;;;À÷àðüÿ;;x
monastic_order_jain;[GetSravakaSamghaSocietyName];;;;;;;;;;;[This.GetSravakaSamghaSocietyName];;x
monastic_order_jain_desc;[GetSravakaSamghaSocietyDesc];;;;;;;;;;;[GetSravakaSamghaSocietyDesc];;x
monastic_order_jain_desc_random;[jain.GetName] monks swear to abide by a number of vows, regulations, essential duties and restrictions. They dispose of all personal property, seeking purification and self-realization.;;;;;;;;;;;[jain.GetName]ñêèå ìîíàõè êëÿíóòñÿ ñîáëþäàòü ìíîãî÷èñëåííûå îáåòû, ïðàâèëà, îáÿçàííîñòè è îãðàíè÷åíèÿ. Îíè îòêàçûâàþòñÿ îò ëè÷íîé ñîáñòâåííîñòè, èùóò î÷èùåíèå è ñàìîðåàëèçàöèþ.;;x
monastic_order_jain_desc_real;Jain monks swear to abide by a number of vows, regulations, essential duties and restrictions. They dispose of all personal property, seeking purification and self-realization.;;;;;;;;;;;Äæàéíñêèå ìîíàõè êëÿíóòñÿ ñîáëþäàòü ìíîãî÷èñëåííûå îáåòû, ïðàâèëà, îáÿçàííîñòè è îãðàíè÷åíèÿ. Îíè îòêàçûâàþòñÿ îò ëè÷íîé ñîáñòâåííîñòè, èùóò î÷èùåíèå è ñàìîðåàëèçàöèþ.;;x
monastic_order_jain_random;The Peaceful Ones;;;;;;;;;;;Ìèðíûå;;x
monastic_order_jain_real;The Sravaka-Samgha;;;;;;;;;;;Ñðàâàêà-Ñàìãõà;;x
monastic_order_jain_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[GetSocietyLeaderDesc];;x
monastic_order_jain_rank_1_female;Sravika;;;;;;;;;;;Ñðàâèêà;;x
monastic_order_jain_rank_1_male;Sravaka;;;;;;;;;;;Ñðàâàêà;;x
monastic_order_jain_rank_2_female;Brahmacharini;;;;;;;;;;;Áðàõìà÷àðèíè;;x
monastic_order_jain_rank_2_male;Brahmachari;;;;;;;;;;;Áðàõìà÷àðè;;x
monastic_order_jain_rank_3_female;Kshullika;;;;;;;;;;;Êøóëëèêà;;x
monastic_order_jain_rank_3_male;Kshullak;;;;;;;;;;;Êøóëëàê;;x
monastic_order_jain_rank_4_female;Acharya;;;;;;;;;;;À÷àðüÿ;;x
monastic_order_jain_rank_4_male;Acharya;;;;;;;;;;;À÷àðüÿ;;x
monastic_order_monophysite;[GetSaintAnthonySocietyName];;;;;;;;;;;[This.GetSaintAnthonySocietyName];;x
monastic_order_monophysite_desc;[GetSaintAnthonySocietyDesc];;;;;;;;;;;[GetSaintAnthonySocietyDesc];;x
monastic_order_monophysite_desc_random;The Pious Following follows the oldest of monastic rules, set originally by the hallowed martyr. In the spirit of the deserts we value simplicity, submission and humility. It is the duty of [miaphysite.GetName] monks to work to spread the word, building on the oldest [christian.GetName] monastic tradition in the world.;;;;;;;;;;;Áëàãî÷åñòèâûå ñëåäóþò äðåâíåéøèì èç ìîíàøåñêèõ ïðàâèë, ïåðâîíà÷àëüíî óñòàíîâëåííûõ Ñâÿòûì Ìó÷åíèêîì. Â äóõå Âåëèêèõ Îòöîâ ïóñòûíü ìû öåíèì ïðîñòîòó, ïîêîðíîñòü è ñìèðåíèå. Ìîíàõè îáÿçàíû ðàáîòàòü íàä ðàñïðîñòðàíåíèåì ñâÿòîãî ñëîâà, îïèðàÿñü íà ñàìóþ äðåâíþþ òðàäèöèþ ìîíàõîâ-[_õðèñòèàí].;;x
monastic_order_monophysite_desc_real;The Community of Saint Anthony follows the oldest of monastic rules, set originally by Saint Anthony of Egypt, Saint Paul of Thebes, Saint Macarius and Saint Pachomius. In the spirit of the Great Fathers of Egypt's deserts we value simplicity, submission and humility. It is the duty of Miaphysite monks to work to spread the word of Christ, building on the oldest Christian monastic tradition in the world.;;;;;;;;;;;Îáùåñòâî ñâÿòîãî Àíòîíèÿ ñëåäóåò äðåâíåéøèì èç ìîíàøåñêèõ ïðàâèë, ïåðâîíà÷àëüíî óñòàíîâëåííûõ ñâÿòûì Àíòîíèåì Åãèïåòñêèì, ñâÿòûì Ïàâëîì Ôèâîì, ñâÿòûì Ìàêàðèåì è ñâÿòûì Ïàõîìèåì. Â äóõå Âåëèêèõ Îòöîâ ïóñòûíü Åãèïòà ìû öåíèì ïðîñòîòó, ïîêîðíîñòü è ñìèðåíèå. Ìîíàõè îáÿçàíû ðàáîòàòü íàä ðàñïðîñòðàíåíèåì ñëîâà Õðèñòà, îïèðàÿñü íà ñàìóþ äðåâíþþ õðèñòèàíñêî-ìîíàøåñêóþ òðàäèöèþ â ìèðå.;;x
monastic_order_monophysite_random;The Pious Following;;;;;;;;;;;Áëàãî÷åñòèâûå;;x
monastic_order_monophysite_real;The Community of Saint Anthony;;;;;;;;;;;Àíòîíèòû;;x
monastic_order_monophysite_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[GetSocietyLeaderDesc];;x
monastic_order_monophysite_rank_1_female;Archaria;;;;;;;;;;;Ïîñëóøíèöà;;x
monastic_order_monophysite_rank_1_male;Archarios;;;;;;;;;;;Ïîñëóøíèê;;x
monastic_order_monophysite_rank_2_female;Rasophora;;;;;;;;;;;Ðÿñîôîðà;;x
monastic_order_monophysite_rank_2_male;Rasophoros;;;;;;;;;;;Ðÿñîôîð;;x
monastic_order_monophysite_rank_3_female;Stavrophora;;;;;;;;;;;Ñõèìîíàõèíÿ;;x
monastic_order_monophysite_rank_3_male;Stavrophoros;;;;;;;;;;;Ñõèìîíàõ;;x
monastic_order_monophysite_rank_4_female;Megaloscheme;;;;;;;;;;;Âåëèêîñõèìíèöà;;x
monastic_order_monophysite_rank_4_male;Megaloschemos;;;;;;;;;;;Âåëèêîñõèìíèê;;x
monastic_order_nestorian;[GetSaintAbrahamSocietyName];;;;;;;;;;;[This.GetSaintAbrahamSocietyName];;x
monastic_order_nestorian_desc;[GetSaintAbrahamSocietyDesc];;;;;;;;;;;[GetSaintAbrahamSocietyDesc];;x
monastic_order_nestorian_desc_random;The Devout Worshipers follow the monastic rules set by the hallowed martyr. Members swear to observe to strict obedience and to spread the word of the three great [nestorian.GetName] doctors. Only the literate may join the order and strict celibacy is required. Study and proselytism are the corner pillars of the order and as a member you are expected to spread the [nestorian.GetName] faith.;;;;;;;;;;;Íàáîæíûå ñëåäóþò ìîíàøåñêèì ïðàâèëàì, óñòàíîâëåííûì Àâðààìîì Êàøêàðñêèì. ×ëåíû îðäåíà êëÿíóòñÿ ñîáëþäàòü ñòðîãîå ïîâèíîâåíèå è ðàñïðîñòðàíÿòü ñëîâà âåëèêèõ [nestorian.GetName]ñêèõ âðà÷åé. Òîëüêî îáðàçîâàííûé è ñîáëþäàþùèé áåçáðà÷èå ìîæåò ïðèñîåäèíèòüñÿ ê îðäåíó. Îáó÷åíèå è ïðîçåëèòèçì ÿâëÿþòñÿ êðàåóãîëüíûìè ñòîëïàìè îðäåíà. Êàê ÷ëåí îðäåíà Âû äîëæíû ðàñïðîñòðàíÿòü íåñòîðèàíñêóþ âåðó íà âîñòîê.;;x
monastic_order_nestorian_desc_real;The order of Abraham the Great follow the monastic rules set by Abraham of Kashkar. Members swear to observe to strict obedience and to spread the word of the three great Nestorian doctors, Nestorius, Diodore of Tarsus, and Theodore of Mopsuestia. Only the literate may join the order and strict celibacy is required. Study and proselytism are the corner pillars of the order and as a member you are expected to spread the Nestorian faith ever eastwards.;;;;;;;;;;;Îðäåí Àâðààìà Âåëèêîãî ñëåäóåò ìîíàøåñêèì ïðàâèëàì, óñòàíîâëåííûì Àâðààìîì Êàøêàðñêèì. ×ëåíû îðäåíà êëÿíóòñÿ ñîáëþäàòü ñòðîãîå ïîâèíîâåíèå è ðàñïðîñòðàíÿòü ñëîâà òð¸õ âåëèêèõ íåñòîðèàíñêèõ âðà÷åé: Íåñòîðèÿ, Äèîäîðà èç Òàðñà è Ôåîäîðà Ìîïñóýñòèéñêîãî. Òîëüêî îáðàçîâàííûé è ñîáëþäàþùèé áåçáðà÷èå ìîæåò ïðèñîåäèíèòüñÿ ê îðäåíó. Îáó÷åíèå è ïðîçåëèòèçì ÿâëÿþòñÿ êðàåóãîëüíûìè ñòîëïàìè îðäåíà. Êàê ÷ëåí îðäåíà Âû äîëæíû ðàñïðîñòðàíÿòü íåñòîðèàíñêóþ âåðó íà âîñòîê.;;x
monastic_order_nestorian_random;The Devout Worshipers;;;;;;;;;;;Íàáîæíûå;;x
monastic_order_nestorian_real;The Community of Saint Abraham;;;;;;;;;;;Àâðààìèòû;;x
monastic_order_nestorian_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[GetSocietyLeaderDesc];;x
monastic_order_nestorian_rank_1_female;Archaria;;;;;;;;;;;Ïîñëóøíèöà;;x
monastic_order_nestorian_rank_1_male;Archarios;;;;;;;;;;;Ïîñëóøíèê;;x
monastic_order_nestorian_rank_2_female;Rasophora;;;;;;;;;;;Ðÿñîôîðà;;x
monastic_order_nestorian_rank_2_male;Rasophoros;;;;;;;;;;;Ðÿñîôîð;;x
monastic_order_nestorian_rank_3_female;Stavrophora;;;;;;;;;;;Ñõèìîíàõèíÿ;;x
monastic_order_nestorian_rank_3_male;Stavrophoros;;;;;;;;;;;Ñõèìîíàõ;;x
monastic_order_nestorian_rank_4_female;Megaloscheme;;;;;;;;;;;Âåëèêîñõèìíèöà;;x
monastic_order_nestorian_rank_4_male;Megaloschemos;;;;;;;;;;;Âåëèêîñõèìíèê;;x
monastic_order_orthodox;[GetSaintBasilSocietyName];;;;;;;;;;;[This.GetSaintBasilSocietyName];;x
monastic_order_orthodox_desc;[GetSaintBasilSocietyDesc];;;;;;;;;;;[GetSaintBasilSocietyDesc];;x
monastic_order_orthodox_desc_random;The Faithful Ones lead an ascetic life, finding purpose in prayer as well as work, often in the name of aiding their fellow men and women. A lay member of the Order is not required to take on the life of a hermit – instead focus should be placed on helping the members of your community.;;;;;;;;;;;"Âåðóþùèå âåäóò àñêåòè÷åñêóþ æèçíü, íàõîäÿ öåëü â ìîëèòâå, à òàêæå â ðàáîòå, ÷àñòî ðàäè ïîìîùè ñâîèì ""áðàòüÿì"" è ""ñ¸ñòðàì"". ×ëåí îðäåíà íå îáÿçàí âåñòè æèçíü îòøåëüíèêà, âìåñòî ýòîãî åìó ñëåäóåò ñîñðåäîòî÷èòüñÿ íà îêàçàíèè ïîìîùè òîâàðèùàì ïî îáùèíå.";;x
monastic_order_orthodox_desc_real;The followers of Saint Basil lead an ascetic life, finding purpose in prayer as well as work, often in the name of aiding their fellow men and women. A lay member of the Order is not required to take on the life of a hermit – instead focus should be placed on helping the members of your community.;;;;;;;;;;;"Ïîñëåäîâàòåëè ñâÿòîãî Âàñèëèÿ âåäóò àñêåòè÷åñêóþ æèçíü, íàõîäÿ öåëü â ìîëèòâå, à òàêæå â ðàáîòå, ÷àñòî ðàäè ïîìîùè ñâîèì ""áðàòüÿì"" è ""ñ¸ñòðàì"". ×ëåí îðäåíà íå îáÿçàí âåñòè æèçíü îòøåëüíèêà, âìåñòî ýòîãî åìó ñëåäóåò ñîñðåäîòî÷èòüñÿ íà îêàçàíèè ïîìîùè òîâàðèùàì ïî îáùèíå.";;x
monastic_order_orthodox_random;The Faithful Ones;;;;;;;;;;;Âåðóþùèå;;x
monastic_order_orthodox_real;The Community of Saint Basil;;;;;;;;;;;Áàçèëèàíå;;x
monastic_order_orthodox_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[GetSocietyLeaderDesc];;x
monastic_order_orthodox_rank_1_female;Archaria;;;;;;;;;;;Ïîñëóøíèöà;;x
monastic_order_orthodox_rank_1_male;Archarios;;;;;;;;;;;Ïîñëóøíèê;;x
monastic_order_orthodox_rank_2_female;Rasophora;;;;;;;;;;;Ðÿñîôîðà;;x
monastic_order_orthodox_rank_2_male;Rasophoros;;;;;;;;;;;Ðÿñîôîð;;x
monastic_order_orthodox_rank_3_female;Stavrophora;;;;;;;;;;;Ñõèìîíàõèíÿ;;x
monastic_order_orthodox_rank_3_male;Stavrophoros;;;;;;;;;;;Ñõèìîíàõ;;x
monastic_order_orthodox_rank_4_female;Megaloscheme;;;;;;;;;;;Âåëèêîñõèìíèöà;;x
monastic_order_orthodox_rank_4_male;Megaloschemos;;;;;;;;;;;Âåëèêîñõèìíèê;;x
monastic_order_stoics;Stoic Intelligentsia;;;;;;;;;;;Ñòîèêè;;x
monastic_order_stoics_desc;The Hellenic School of Stoicism is based on the shunning of excesses and passions in favor of a balanced and rational approach to life, centered around the virtues of Wisdom, Courage, Temperance, and Justice. Most Stoics believe that happiness can be achieved by studying philosophy and leading a virtuous life.;;;;;;;;;;;Ýëëèíèñòè÷åñêàÿ øêîëà ñòîèöèçìà îñíîâàíà íà óõîäå îò èçëèøåñòâ è ñòðàñòåé â ïîëüçó óðàâíîâåøåííîãî ðàöèîíàëüíîãî ïîäõîäà ê æèçíè, ñîñðåäîòî÷åííîãî âîêðóã äîáðîäåòåëåé ìóäðîñòè, îòâàãè, óìåðåííîñòè è ñïðàâåäëèâîñòè. Áîëüøèíñòâî ñòîèêîâ ñ÷èòàþò, ÷òî ñ÷àñòüÿ ìîæíî äîñòè÷ü, èçó÷àÿ ôèëîñîôèþ è âåäÿ äîáðîäåòåëüíóþ æèçíü.;;x
monastic_order_stoics_rank_1_female;Student;;;;;;;;;;;Ñòóäåíòêà;;x
monastic_order_stoics_rank_1_male;Student;;;;;;;;;;;Ñòóäåíò;;x
monastic_order_stoics_rank_2_female;Thinker;;;;;;;;;;;Ìûñëèòåëüíèöà;;x
monastic_order_stoics_rank_2_male;Thinker;;;;;;;;;;;Ìûñëèòåëü;;x
monastic_order_stoics_rank_3_female;Philosopher;;;;;;;;;;;Ôèëîñîô;;x
monastic_order_stoics_rank_3_male;Philosopher;;;;;;;;;;;Ôèëîñîô;;x
monastic_order_stoics_rank_4_female;Logoarch;;;;;;;;;;;Ëîãîàðõ;;x
monastic_order_stoics_rank_4_male;Logoarch;;;;;;;;;;;Ëîãîàðõ;;x
secret_religious_society_aztec_pagan;[GetReligiousCommunityName_aztec_pagan];;;;;;;;;;;[This.GetReligiousCommunityName_aztec_pagan];;x
secret_religious_society_aztec_pagan_currency;Devotion;;;;;;;;;;;Ïðèâåðæåííîñòü;;x
secret_religious_society_aztec_pagan_desc;[GetReligiousSocietyDesc_aztec_pagan];;;;;;;;;;;[This.GetReligiousSocietyDesc_aztec_pagan];;x
secret_religious_society_aztec_pagan_desc_REAL;The faithful Aztecs bravely worship their high God, the warrior Huitzilopochtli, despite being surrounded by enemies on every side. If they stay true and send him human sacrifices as gifts, he will lead them to a new dawn, a glorious conquest of fire and blood.;;;;;;;;;;;Àöòåêè õðàáðî ñëåäóþò çà ñâîèì âåðõîâíûì Áîãîì, âîèíîì Óèöèëîïî÷òëè, äàæå áóäó÷è îêðóæ¸ííûìè âðàãàìè ñî âñåõ ñòîðîí. Åñëè îíè îñòàíóòñÿ âåðíû åìó è ïðèíåñóò â äàð ÷åëîâå÷åñêèå æåðòâû, îí ïðèâåä¸ò èõ ê íîâîé çàðå, ñëàâíîìó çàâîåâàíèþ îãíÿ è êðîâè.;;x
secret_religious_society_aztec_pagan_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;[This.GetSocietyLeaderDesc];;x
secret_religious_society_aztec_pagan_rank_1_female;Faithful;;;;;;;;;;;Âåðíàÿ;;x
secret_religious_society_aztec_pagan_rank_1_male;Faithful;;;;;;;;;;;Âåðíûé;;x
secret_religious_society_aztec_pagan_rank_2_female;Adherent;;;;;;;;;;;Ïîñëåäîâàòåëüíèöà;;x
secret_religious_society_aztec_pagan_rank_2_male;Adherent;;;;;;;;;;;Ïîñëåäîâàòåëü;;x
secret_religious_society_aztec_pagan_rank_3_female;Preacher;;;;;;;;;;;Ïðîïîâåäíèöà;;x
secret_religious_society_aztec_pagan_rank_3_male;Preacher;;;;;;;;;;;Ïðîïîâåäíèê;;x
secret_religious_society_aztec_pagan_rank_4_female;Herald;;;;;;;;;;;Ïðîâîçâåñòíèöà;;x
secret_religious_society_aztec_pagan_rank_4_male;Herald;;;;;;;;;;;Ïðîâîçâåñòíèê;;x
secret_religious_society_aztec_pagan_reformed;[GetReligiousCommunityName_aztec_pagan_reformed];;;;;;;;;;;[This.GetReligiousCommunityName_aztec_pagan_reformed];;x
secret_religious_society_aztec_pagan_reformed_currency;Devotion;;;;;;;;;;;Ïðèâåðæåííîñòü;;x
secret_religious_society_aztec_pagan_reformed_desc;[GetReligiousSocietyDesc_aztec_pagan_reformed];;;;;;;;;;;[This.GetReligiousSocietyDesc_aztec_pagan_reformed];;x
